epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,7.070991642773151,0.001068115234375,0.0,0.01,0.605,0.365,0.175,0.06
2,6.878994479775429,0.001617431640625,0.0,0.02,0.685,0.505,0.29,0.08
3,6.835488811135292,0.001495361328125,0.0,0.02,0.765,0.55,0.34,0.125
4,6.803007498383522,0.0019683837890625,0.0,0.025,0.79,0.5,0.35,0.145
5,6.774065904319286,0.002044677734375,0.0,0.025,0.805,0.565,0.37,0.13
6,6.749345511198044,0.002105712890625,0.0,0.025,0.825,0.56,0.315,0.135
7,6.72614299505949,0.0027923583984375,0.0,0.03,0.755,0.6,0.36,0.13
8,6.703824125230312,0.0023956298828125,0.0,0.025,0.81,0.62,0.38,0.15
9,6.680820517241955,0.00274658203125,0.0,0.035,0.755,0.56,0.37,0.15
10,6.657205529510975,0.002899169921875,0.0,0.035,0.8,0.645,0.41,0.175
11,6.631487034261227,0.00299072265625,0.0,0.05,0.82,0.66,0.385,0.185
12,6.6027721762657166,0.0038299560546875,0.0,0.045,0.845,0.64,0.395,0.17
13,6.57120556384325,0.0036163330078125,0.0,0.05,0.845,0.63,0.425,0.19
14,6.535176180303097,0.00384521484375,0.0,0.055,0.855,0.66,0.38,0.185
15,6.497943669557571,0.004119873046875,0.0,0.035,0.815,0.64,0.41,0.205
16,6.453836672008038,0.0041351318359375,0.0,0.04,0.835,0.645,0.39,0.185
17,6.404427371919155,0.0048370361328125,0.0,0.045,0.805,0.66,0.435,0.205
18,6.3517486453056335,0.005401611328125,0.0,0.045,0.78,0.625,0.37,0.185
19,6.293622218072414,0.0061798095703125,0.0,0.04,0.79,0.66,0.39,0.21
20,6.234074577689171,0.0059356689453125,0.0,0.05,0.805,0.645,0.455,0.195
21,6.1647544875741005,0.0066070556640625,0.0,0.045,0.84,0.625,0.405,0.19
22,6.09919673204422,0.0072479248046875,0.0,0.05,0.795,0.635,0.36,0.175
23,6.0296121165156364,0.0078125,0.0,0.05,0.81,0.605,0.315,0.18
24,5.958464570343494,0.0091705322265625,0.0,0.035,0.815,0.58,0.385,0.16
25,5.8875129371881485,0.00970458984375,0.0,0.045,0.785,0.605,0.39,0.17
26,5.821989789605141,0.010467529296875,0.0,0.035,0.77,0.605,0.4,0.195
27,5.751761846244335,0.010833740234375,0.0,0.055,0.845,0.62,0.355,0.17
28,5.681015856564045,0.0119171142578125,0.0,0.04,0.775,0.62,0.435,0.14
29,5.617984436452389,0.0126190185546875,0.0,0.045,0.815,0.67,0.42,0.2
30,5.549252390861511,0.013031005859375,0.0,0.045,0.825,0.64,0.37,0.19
31,5.492958694696426,0.0137939453125,0.0,0.04,0.805,0.61,0.4,0.205
32,5.427350573241711,0.0145111083984375,0.0,0.055,0.825,0.635,0.395,0.165
33,5.3684206902980804,0.015625,0.0,0.04,0.75,0.615,0.38,0.145
34,5.312825731933117,0.015289306640625,0.0,0.035,0.79,0.625,0.39,0.16
35,5.264986135065556,0.0169830322265625,0.0,0.025,0.805,0.54,0.345,0.155
36,5.20774744451046,0.01641845703125,0.0,0.035,0.795,0.62,0.36,0.15
37,5.156112819910049,0.01800537109375,0.0,0.03,0.805,0.615,0.37,0.15
38,5.105185300111771,0.018096923828125,0.0,0.035,0.795,0.61,0.38,0.14
39,5.063437394797802,0.018798828125,0.0,0.025,0.79,0.575,0.375,0.16
40,5.01213862746954,0.0198516845703125,0.0,0.035,0.795,0.635,0.36,0.14
