epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,7.256968572735786,0.0011138916015625,0.0,0.03,0.705,0.52,0.275,0.12
2,6.802016526460648,0.0015411376953125,0.0,0.04,0.78,0.61,0.38,0.12
3,6.728027693927288,0.002166748046875,0.0,0.05,0.815,0.635,0.385,0.165
4,6.671716295182705,0.0024261474609375,0.0,0.055,0.835,0.62,0.45,0.17
5,6.630409501492977,0.0029449462890625,0.0,0.06,0.825,0.655,0.395,0.165
6,6.584350489079952,0.0032958984375,0.0,0.07,0.81,0.67,0.455,0.21
7,6.54321713000536,0.0031890869140625,0.0,0.065,0.865,0.64,0.41,0.215
8,6.504113845527172,0.0037384033203125,0.0,0.065,0.85,0.69,0.45,0.22
9,6.4593499675393105,0.0044708251953125,0.0,0.08,0.835,0.72,0.49,0.23
10,6.413026385009289,0.0044403076171875,0.0,0.075,0.835,0.67,0.515,0.22
11,6.366653174161911,0.005126953125,0.0,0.075,0.865,0.705,0.545,0.23
12,6.312670022249222,0.005523681640625,0.0,0.08,0.865,0.725,0.455,0.23
13,6.251996137201786,0.006011962890625,0.0,0.06,0.87,0.7,0.46,0.24
14,6.188257917761803,0.006683349609375,0.0,0.06,0.87,0.68,0.46,0.235
15,6.110434003174305,0.007720947265625,0.0,0.08,0.89,0.72,0.495,0.225
16,6.01938059180975,0.0085906982421875,0.0,0.05,0.845,0.715,0.45,0.24
17,5.926039755344391,0.00885009765625,0.0,0.065,0.88,0.715,0.43,0.21
18,5.812255784869194,0.0102081298828125,0.0,0.06,0.815,0.67,0.375,0.21
19,5.687115356326103,0.0121612548828125,0.0,0.065,0.85,0.68,0.43,0.225
20,5.5590116530656815,0.013397216796875,0.0,0.07,0.84,0.7,0.415,0.22
21,5.412537783384323,0.0162506103515625,0.0,0.07,0.795,0.635,0.46,0.2
22,5.263818204402924,0.017242431640625,0.0,0.06,0.825,0.645,0.405,0.21
23,5.108715541660786,0.0196380615234375,0.0,0.08,0.83,0.655,0.41,0.225
24,4.933550663292408,0.0232086181640625,0.0,0.07,0.75,0.6,0.405,0.195
25,4.776461161673069,0.0250396728515625,0.0,0.055,0.81,0.61,0.35,0.2
26,4.619123309850693,0.02716064453125,0.0,0.065,0.8,0.65,0.41,0.215
27,4.450956292450428,0.0308380126953125,0.0,0.06,0.8,0.565,0.4,0.2
28,4.2957813292741776,0.0322113037109375,0.0,0.07,0.81,0.635,0.39,0.205
29,4.155481558293104,0.035308837890625,0.0,0.07,0.795,0.65,0.39,0.19
30,4.003378480672836,0.036651611328125,0.0,0.055,0.8,0.58,0.395,0.185
31,3.865624189376831,0.0399627685546875,0.0,0.045,0.8,0.595,0.365,0.185
32,3.7390924468636513,0.041778564453125,0.0,0.065,0.765,0.54,0.39,0.17
33,3.6017837077379227,0.0456085205078125,0.0,0.085,0.795,0.615,0.37,0.2
34,3.4771262370049953,0.048065185546875,0.0,0.06,0.745,0.52,0.37,0.2
35,3.3696475215256214,0.0497283935546875,0.0,0.055,0.785,0.55,0.36,0.19
36,3.2689227871596813,0.05218505859375,0.0,0.06,0.79,0.55,0.31,0.175
37,3.15049160271883,0.0555877685546875,0.0,0.055,0.77,0.555,0.315,0.18
38,3.0577229782938957,0.0575103759765625,0.0,0.05,0.8,0.61,0.365,0.2
39,2.9744868725538254,0.059478759765625,0.0,0.055,0.76,0.5,0.335,0.165
40,2.873405300080776,0.062103271484375,0.0,0.055,0.72,0.58,0.355,0.19
