epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,7.051726244390011,0.0006866455078125,0.0,0.005,0.43,0.295,0.09,0.025
2,6.952077254652977,0.000823974609375,0.0,0.005,0.51,0.24,0.1,0.03
3,6.946155488491058,0.000732421875,0.0,0.005,0.5,0.26,0.09,0.025
4,6.941959798336029,0.0006866455078125,0.0,0.005,0.49,0.25,0.105,0.025
5,6.937234610319138,0.0007781982421875,0.0,0.005,0.5,0.285,0.11,0.03
6,6.935150191187859,0.0008697509765625,0.0,0.005,0.505,0.245,0.105,0.03
7,6.931844457983971,0.000701904296875,0.0,0.005,0.52,0.28,0.11,0.02
8,6.929216653108597,0.0007476806640625,0.0,0.005,0.545,0.295,0.09,0.025
9,6.925788417458534,0.000823974609375,0.0,0.005,0.455,0.26,0.09,0.025
10,6.921740651130676,0.0007781982421875,0.0,0.005,0.52,0.24,0.075,0.025
11,6.917947366833687,0.00079345703125,0.0,0.005,0.53,0.25,0.13,0.025
12,6.911569640040398,0.0009613037109375,0.0,0.005,0.48,0.285,0.115,0.025
13,6.9046104326844215,0.0010223388671875,0.0,0.005,0.525,0.265,0.095,0.03
14,6.895319648087025,0.001129150390625,0.0,0.0,0.55,0.255,0.095,0.03
15,6.88337429612875,0.0012969970703125,0.0,0.005,0.47,0.285,0.11,0.02
16,6.867206044495106,0.0012359619140625,0.0,0.005,0.52,0.285,0.1,0.04
17,6.848187901079655,0.001312255859375,0.0,0.005,0.545,0.29,0.13,0.035
18,6.820268765091896,0.0012054443359375,0.0,0.005,0.525,0.265,0.11,0.035
19,6.788337834179401,0.0018463134765625,0.0,0.01,0.505,0.295,0.15,0.02
20,6.746398165822029,0.002044677734375,0.0,0.0,0.54,0.26,0.08,0.02
21,6.701216623187065,0.0023040771484375,0.0,0.005,0.485,0.25,0.115,0.025
22,6.641584873199463,0.002838134765625,0.0,0.005,0.515,0.26,0.11,0.035
23,6.581182032823563,0.0032196044921875,0.0,0.005,0.52,0.24,0.115,0.03
24,6.511444009840488,0.0036773681640625,0.0,0.0,0.55,0.235,0.12,0.03
25,6.436638534069061,0.0044097900390625,0.0,0.005,0.445,0.255,0.11,0.03
26,6.363262206315994,0.0050201416015625,0.0,0.005,0.525,0.27,0.115,0.025
27,6.2906088307499886,0.00531005859375,0.0,0.0,0.51,0.245,0.125,0.03
28,6.212689861655235,0.0062103271484375,0.0,0.005,0.55,0.26,0.095,0.03
29,6.136371321976185,0.005889892578125,0.0,0.005,0.54,0.285,0.105,0.025
30,6.063656032085419,0.0069580078125,0.0,0.005,0.545,0.245,0.095,0.025
31,5.9930152371525764,0.0074310302734375,0.0,0.005,0.455,0.23,0.105,0.02
32,5.9192348048090935,0.0081024169921875,0.0,0.005,0.5,0.24,0.12,0.025
33,5.848859801888466,0.0091400146484375,0.0,0.015,0.555,0.245,0.095,0.03
34,5.789986737072468,0.010162353515625,0.0,0.005,0.565,0.25,0.095,0.02
35,5.721920691430569,0.010833740234375,0.0,0.005,0.51,0.245,0.1,0.025
36,5.668605305254459,0.0110015869140625,0.0,0.005,0.51,0.275,0.08,0.02
37,5.60862523317337,0.012237548828125,0.0,0.01,0.52,0.295,0.085,0.03
38,5.559726007282734,0.0121307373046875,0.0,0.0,0.475,0.255,0.09,0.02
39,5.506201148033142,0.012359619140625,0.0,0.01,0.525,0.23,0.105,0.025
40,5.452586703002453,0.0130157470703125,0.0,0.005,0.53,0.295,0.08,0.02
