epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,7.071768894791603,0.000640869140625,0.0,0.005,0.505,0.275,0.08,0.03
2,6.957152456045151,0.0005950927734375,0.0,0.01,0.495,0.245,0.1,0.03
3,6.948084495961666,0.0004730224609375,0.0,0.005,0.52,0.275,0.105,0.035
4,6.945717819035053,0.0005645751953125,0.0,0.0,0.485,0.245,0.1,0.025
5,6.942861512303352,0.000457763671875,0.0,0.005,0.515,0.225,0.12,0.025
6,6.939045488834381,0.000701904296875,0.0,0.005,0.55,0.245,0.14,0.025
7,6.936601638793945,0.00054931640625,0.0,0.0,0.51,0.25,0.095,0.03
8,6.9363716915249825,0.0005645751953125,0.0,0.005,0.475,0.295,0.12,0.035
9,6.93226532638073,0.0008087158203125,0.0,0.0,0.525,0.25,0.1,0.02
10,6.929383672773838,0.000640869140625,0.0,0.005,0.555,0.26,0.115,0.04
11,6.92688649892807,0.0006866455078125,0.0,0.0,0.51,0.245,0.1,0.025
12,6.924223154783249,0.000732421875,0.0,0.01,0.535,0.25,0.1,0.035
13,6.917950950562954,0.0008544921875,0.0,0.015,0.51,0.24,0.075,0.035
14,6.912228748202324,0.00091552734375,0.0,0.005,0.55,0.28,0.13,0.035
15,6.905268147587776,0.001129150390625,0.0,0.015,0.445,0.28,0.065,0.035
16,6.897347293794155,0.0008544921875,0.0,0.005,0.53,0.285,0.12,0.04
17,6.887018881738186,0.0010223388671875,0.0,0.02,0.595,0.3,0.115,0.04
18,6.870135851204395,0.0011138916015625,0.0,0.015,0.555,0.285,0.095,0.03
19,6.8538843765854836,0.0013580322265625,0.0,0.015,0.545,0.275,0.155,0.04
20,6.8280767649412155,0.0016326904296875,0.0,0.015,0.555,0.305,0.14,0.045
21,6.801217004656792,0.001678466796875,0.0,0.01,0.545,0.29,0.135,0.03
22,6.768257983028889,0.0018463134765625,0.0,0.01,0.565,0.305,0.13,0.05
23,6.729281343519688,0.00189208984375,0.0,0.01,0.545,0.245,0.11,0.04
24,6.684708923101425,0.00250244140625,0.0,0.015,0.52,0.34,0.135,0.06
25,6.635142110288143,0.00262451171875,0.0,0.02,0.555,0.33,0.145,0.075
26,6.588449902832508,0.0031280517578125,0.0,0.02,0.59,0.325,0.15,0.065
27,6.527351595461369,0.00347900390625,0.0,0.02,0.525,0.32,0.13,0.045
28,6.462161250412464,0.004150390625,0.0,0.005,0.56,0.295,0.13,0.035
29,6.407219342887402,0.004302978515625,0.0,0.01,0.56,0.275,0.105,0.045
30,6.340395450592041,0.004730224609375,0.0,0.005,0.565,0.3,0.175,0.04
31,6.271371677517891,0.005157470703125,0.0,0.005,0.555,0.28,0.15,0.05
32,6.2075581550598145,0.0062103271484375,0.0,0.005,0.615,0.3,0.105,0.035
33,6.137509226799011,0.0065460205078125,0.0,0.005,0.55,0.355,0.115,0.03
34,6.0629552230238914,0.0069732666015625,0.0,0.005,0.53,0.28,0.155,0.04
35,5.992992289364338,0.0081787109375,0.0,0.005,0.535,0.3,0.12,0.045
36,5.926619648933411,0.00860595703125,0.0,0.015,0.585,0.345,0.175,0.05
37,5.862315595149994,0.0095062255859375,0.0,0.005,0.52,0.265,0.16,0.045
38,5.786942280828953,0.0101776123046875,0.0,0.005,0.55,0.305,0.13,0.035
39,5.726413741707802,0.010589599609375,0.0,0.005,0.59,0.285,0.12,0.035
40,5.65733364969492,0.0113983154296875,0.0,0.005,0.58,0.275,0.145,0.035
