epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,7.37379340082407,0.000885009765625,0.0,0.02,0.64,0.4,0.23,0.06
2,6.869251862168312,0.0011138916015625,0.0,0.02,0.705,0.535,0.295,0.085
3,6.809778049588203,0.0015716552734375,0.0,0.025,0.78,0.58,0.295,0.12
4,6.762771897017956,0.0020599365234375,0.0,0.03,0.805,0.6,0.32,0.15
5,6.722408063709736,0.0025634765625,0.0,0.035,0.82,0.64,0.35,0.135
6,6.683969788253307,0.002471923828125,0.0,0.045,0.835,0.665,0.37,0.15
7,6.650702342391014,0.0027618408203125,0.0,0.05,0.825,0.595,0.37,0.18
8,6.6148752346634865,0.0034942626953125,0.0,0.06,0.835,0.675,0.46,0.21
9,6.573480501770973,0.0037841796875,0.0,0.065,0.855,0.705,0.415,0.2
10,6.533506006002426,0.0038299560546875,0.0,0.065,0.85,0.71,0.44,0.21
11,6.487691767513752,0.004547119140625,0.0,0.075,0.865,0.715,0.425,0.225
12,6.431750826537609,0.0046844482421875,0.0,0.075,0.81,0.7,0.535,0.265
13,6.372361041605473,0.0050048828125,0.0,0.07,0.82,0.67,0.395,0.255
14,6.303896605968475,0.0057373046875,0.0,0.1,0.865,0.715,0.505,0.285
15,6.222275003790855,0.0067138671875,0.0,0.115,0.825,0.685,0.475,0.275
16,6.1256959065794945,0.0074615478515625,0.0,0.095,0.86,0.695,0.445,0.28
17,6.019884064793587,0.0086822509765625,0.0,0.11,0.875,0.7,0.465,0.265
18,5.895320191979408,0.0096588134765625,0.0,0.1,0.845,0.645,0.445,0.26
19,5.7571176663041115,0.01153564453125,0.0,0.095,0.85,0.685,0.425,0.23
20,5.597629360854626,0.0133209228515625,0.0,0.095,0.79,0.655,0.495,0.24
21,5.441416755318642,0.015289306640625,0.0,0.08,0.85,0.645,0.47,0.225
22,5.274734631180763,0.0176849365234375,0.0,0.08,0.79,0.695,0.475,0.24
23,5.100471392273903,0.0193939208984375,0.0,0.08,0.825,0.675,0.425,0.235
24,4.920058101415634,0.022796630859375,0.0,0.085,0.835,0.585,0.4,0.195
25,4.738616719841957,0.025665283203125,0.0,0.1,0.835,0.61,0.43,0.24
26,4.5595648512244225,0.0283050537109375,0.0,0.08,0.82,0.59,0.35,0.23
27,4.39547099173069,0.0313720703125,0.0,0.07,0.78,0.595,0.34,0.21
28,4.230299565941095,0.0328369140625,0.0,0.09,0.845,0.565,0.345,0.205
29,4.067627672106028,0.0354156494140625,0.0,0.1,0.775,0.59,0.39,0.21
30,3.9235267341136932,0.039398193359375,0.0,0.07,0.81,0.59,0.385,0.2
31,3.7701410055160522,0.0420379638671875,0.0,0.065,0.775,0.56,0.38,0.18
32,3.6402533054351807,0.0439453125,0.0,0.06,0.76,0.59,0.375,0.19
33,3.5138078220188618,0.046112060546875,0.0,0.085,0.795,0.575,0.4,0.2
34,3.3850075006484985,0.0491180419921875,0.0,0.065,0.805,0.61,0.395,0.21
35,3.2664623111486435,0.0528717041015625,0.0,0.08,0.785,0.605,0.4,0.205
36,3.1468279883265495,0.05401611328125,0.0,0.085,0.77,0.55,0.4,0.21
37,3.051056131720543,0.0565032958984375,0.0,0.08,0.755,0.6,0.345,0.185
38,2.9575403444468975,0.0588836669921875,0.0,0.055,0.765,0.56,0.345,0.22
39,2.8670822381973267,0.0609283447265625,0.0,0.07,0.79,0.615,0.355,0.205
40,2.768304478377104,0.0629425048828125,0.0,0.07,0.78,0.555,0.365,0.195
