epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,6.643821522593498,0.0031890869140625,0.0,0.09,0.89,0.71,0.46,0.28
2,6.058740466833115,0.006500244140625,0.0,0.11,0.905,0.79,0.62,0.375
3,5.8609219416975975,0.008209228515625,0.0,0.15,0.93,0.79,0.67,0.42
4,5.7277876958251,0.0094757080078125,0.0,0.165,0.94,0.835,0.625,0.475
5,5.611175425350666,0.0111236572265625,0.0,0.17,0.93,0.86,0.735,0.495
6,5.504699558019638,0.012603759765625,0.0,0.17,0.975,0.85,0.675,0.505
7,5.411346264183521,0.0139007568359375,0.0,0.18,0.955,0.855,0.71,0.53
8,5.31776686757803,0.015289306640625,0.0,0.205,0.97,0.855,0.72,0.535
9,5.234428621828556,0.0170745849609375,0.0,0.23,0.97,0.875,0.715,0.56
10,5.143933437764645,0.0186309814453125,0.0,0.21,0.945,0.88,0.75,0.54
11,5.057613991200924,0.0199127197265625,0.0,0.24,0.945,0.905,0.75,0.55
12,4.9712900146842,0.0217132568359375,0.0,0.235,0.94,0.9,0.76,0.54
13,4.887918531894684,0.022125244140625,0.0,0.25,0.95,0.87,0.78,0.56
14,4.802096962928772,0.0238189697265625,0.0,0.26,0.955,0.895,0.79,0.6
15,4.716884627938271,0.0263671875,0.0,0.25,0.965,0.865,0.76,0.59
16,4.619767136871815,0.0283203125,0.0,0.25,0.94,0.865,0.74,0.61
17,4.537609979510307,0.0291748046875,0.0,0.26,0.935,0.89,0.785,0.545
18,4.447446450591087,0.030426025390625,0.0,0.235,0.945,0.89,0.74,0.55
19,4.360601000487804,0.0325775146484375,0.0,0.24,0.965,0.86,0.755,0.565
20,4.275582753121853,0.0338592529296875,0.0,0.24,0.965,0.86,0.775,0.555
21,4.180335491895676,0.0360565185546875,0.0,0.21,0.965,0.895,0.75,0.53
22,4.098081089556217,0.037750244140625,0.0,0.22,0.95,0.9,0.72,0.555
23,4.007356867194176,0.0388336181640625,0.0,0.23,0.945,0.875,0.705,0.54
24,3.9196406342089176,0.041168212890625,0.0,0.25,0.95,0.855,0.735,0.56
25,3.8433192186057568,0.0432281494140625,0.0,0.23,0.94,0.85,0.68,0.53
26,3.7583723589777946,0.0455169677734375,0.0,0.225,0.945,0.86,0.75,0.57
27,3.6780600138008595,0.0461273193359375,0.0,0.225,0.915,0.865,0.705,0.565
28,3.5893175043165684,0.04913330078125,0.0,0.225,0.935,0.88,0.74,0.54
29,3.519796844571829,0.0519256591796875,0.0,0.215,0.915,0.88,0.67,0.54
30,3.4397689513862133,0.0533294677734375,0.0,0.235,0.93,0.88,0.77,0.55
31,3.373051904141903,0.055084228515625,0.0,0.21,0.945,0.87,0.725,0.51
32,3.299202885478735,0.0559234619140625,0.0,0.2,0.98,0.865,0.72,0.51
33,3.2242034152150154,0.0594024658203125,0.0,0.205,0.955,0.88,0.775,0.525
34,3.169240966439247,0.0588531494140625,0.0,0.2,0.935,0.82,0.705,0.52
35,3.0974017046391964,0.0619049072265625,0.0,0.235,0.93,0.825,0.68,0.53
36,3.0292929485440254,0.062103271484375,0.0,0.225,0.91,0.855,0.765,0.495
37,2.9674352258443832,0.0660247802734375,0.0,0.23,0.96,0.87,0.705,0.5
38,2.912202324718237,0.0666656494140625,0.0,0.215,0.96,0.84,0.705,0.5
39,2.852329358458519,0.068023681640625,0.0,0.215,0.925,0.86,0.67,0.49
40,2.7949839271605015,0.0684051513671875,0.0,0.195,0.95,0.855,0.71,0.525
