epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,6.828573785722256,0.002105712890625,0.0,0.075,0.84,0.62,0.43,0.275
2,6.39236269146204,0.00372314453125,0.0,0.095,0.885,0.765,0.53,0.32
3,6.248095259070396,0.0050201416015625,0.0,0.13,0.915,0.825,0.58,0.35
4,6.154538087546825,0.005889892578125,0.0,0.135,0.925,0.815,0.635,0.38
5,6.070603974163532,0.0066986083984375,0.0,0.155,0.895,0.815,0.6,0.365
6,5.998755820095539,0.00689697265625,0.0,0.15,0.91,0.86,0.65,0.385
7,5.935211710631847,0.0078125,0.0,0.14,0.92,0.835,0.695,0.405
8,5.868436753749847,0.0085906982421875,0.0,0.16,0.925,0.83,0.59,0.42
9,5.815475195646286,0.0093536376953125,0.0,0.17,0.935,0.855,0.665,0.46
10,5.755905702710152,0.01025390625,0.0,0.16,0.93,0.845,0.72,0.415
11,5.702261447906494,0.0108184814453125,0.0,0.165,0.93,0.855,0.645,0.445
12,5.645777337253094,0.011688232421875,0.0,0.205,0.975,0.865,0.71,0.45
13,5.5840902626514435,0.01220703125,0.0,0.17,0.905,0.81,0.68,0.465
14,5.530383139848709,0.0135650634765625,0.0,0.165,0.935,0.805,0.655,0.47
15,5.476406678557396,0.01397705078125,0.0,0.17,0.93,0.82,0.605,0.465
16,5.418728806078434,0.0139312744140625,0.0,0.185,0.93,0.86,0.7,0.49
17,5.360691629350185,0.0147857666015625,0.0,0.15,0.93,0.84,0.68,0.455
18,5.308580927550793,0.015838623046875,0.0,0.175,0.925,0.84,0.665,0.47
19,5.246781520545483,0.01715087890625,0.0,0.165,0.9,0.81,0.635,0.455
20,5.187508545815945,0.01763916015625,0.0,0.17,0.92,0.79,0.65,0.46
21,5.138004057109356,0.0189971923828125,0.0,0.18,0.9,0.87,0.655,0.46
22,5.079303950071335,0.018951416015625,0.0,0.18,0.915,0.81,0.7,0.46
23,5.025608986616135,0.0206146240234375,0.0,0.17,0.945,0.79,0.65,0.445
24,4.971470355987549,0.022064208984375,0.0,0.15,0.93,0.79,0.63,0.45
25,4.9096690490841866,0.0226287841796875,0.0,0.155,0.9,0.805,0.65,0.435
26,4.852587461471558,0.023193359375,0.0,0.17,0.89,0.84,0.665,0.44
27,4.801837481558323,0.0232391357421875,0.0,0.16,0.905,0.805,0.62,0.415
28,4.746650144457817,0.02569580078125,0.0,0.19,0.945,0.795,0.6,0.445
29,4.690303228795528,0.0247955322265625,0.0,0.155,0.96,0.765,0.63,0.42
30,4.642053596675396,0.0259857177734375,0.0,0.15,0.91,0.8,0.62,0.425
31,4.594874545931816,0.02740478515625,0.0,0.215,0.94,0.805,0.665,0.43
32,4.535509847104549,0.0283355712890625,0.0,0.18,0.94,0.775,0.615,0.44
33,4.483072996139526,0.0290679931640625,0.0,0.165,0.88,0.8,0.625,0.405
34,4.437227219343185,0.031524658203125,0.0,0.17,0.89,0.815,0.625,0.43
35,4.387749053537846,0.0316162109375,0.0,0.18,0.915,0.785,0.605,0.41
36,4.334504619240761,0.0322113037109375,0.0,0.165,0.94,0.81,0.6,0.455
37,4.2875271290540695,0.0341796875,0.0,0.16,0.91,0.765,0.62,0.42
38,4.239643022418022,0.0340728759765625,0.0,0.15,0.91,0.79,0.635,0.43
39,4.1949608363211155,0.034393310546875,0.0,0.165,0.91,0.795,0.655,0.425
40,4.142624240368605,0.03662109375,0.0,0.175,0.915,0.775,0.625,0.43
