epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,7.029143989086151,0.00146484375,0.0,0.055,0.83,0.65,0.37,0.175
2,6.419027663767338,0.003387451171875,0.0,0.12,0.875,0.735,0.565,0.315
3,6.22037897258997,0.0044097900390625,0.0,0.14,0.9,0.785,0.61,0.44
4,6.084776669740677,0.006378173828125,0.0,0.145,0.95,0.835,0.645,0.465
5,5.974933557212353,0.0070648193359375,0.0,0.18,0.93,0.83,0.705,0.48
6,5.88703266531229,0.0083465576171875,0.0,0.215,0.93,0.875,0.695,0.52
7,5.806630663573742,0.00872802734375,0.0,0.215,0.925,0.86,0.725,0.53
8,5.725524261593819,0.010345458984375,0.0,0.23,0.94,0.88,0.74,0.555
9,5.648026153445244,0.0111541748046875,0.0,0.255,0.95,0.855,0.705,0.585
10,5.578010477125645,0.01153564453125,0.0,0.245,0.93,0.87,0.78,0.565
11,5.505539268255234,0.01214599609375,0.0,0.29,0.945,0.855,0.75,0.56
12,5.435140937566757,0.0139617919921875,0.0,0.29,0.92,0.855,0.745,0.595
13,5.36182514578104,0.0151214599609375,0.0,0.28,0.94,0.895,0.685,0.57
14,5.289840906858444,0.0157928466796875,0.0,0.285,0.915,0.85,0.73,0.57
15,5.21451448649168,0.0172271728515625,0.0,0.265,0.955,0.9,0.77,0.56
16,5.132794111967087,0.0182647705078125,0.0,0.29,0.98,0.87,0.77,0.57
17,5.054632909595966,0.0189056396484375,0.0,0.265,0.94,0.85,0.73,0.56
18,4.972088813781738,0.02081298828125,0.0,0.26,0.94,0.86,0.725,0.585
19,4.892839379608631,0.0214996337890625,0.0,0.295,0.92,0.88,0.745,0.57
20,4.812921695411205,0.023406982421875,0.0,0.3,0.94,0.86,0.765,0.565
21,4.731980741024017,0.0250701904296875,0.0,0.285,0.955,0.84,0.735,0.54
22,4.644486173987389,0.02752685546875,0.0,0.285,0.95,0.87,0.75,0.545
23,4.564778059720993,0.028106689453125,0.0,0.275,0.935,0.88,0.725,0.545
24,4.481628492474556,0.0296173095703125,0.0,0.275,0.945,0.865,0.74,0.565
25,4.395239815115929,0.0306396484375,0.0,0.265,0.93,0.855,0.725,0.545
26,4.319455802440643,0.0324554443359375,0.0,0.25,0.945,0.84,0.685,0.535
27,4.236131392419338,0.0330047607421875,0.0,0.255,0.935,0.885,0.685,0.535
28,4.163397412747145,0.0352783203125,0.0,0.255,0.93,0.865,0.735,0.535
29,4.085593231022358,0.0373687744140625,0.0,0.245,0.945,0.845,0.75,0.55
30,4.0075190253555775,0.0394134521484375,0.0,0.265,0.94,0.88,0.7,0.545
31,3.932795848697424,0.0394134521484375,0.0,0.23,0.925,0.86,0.67,0.5
32,3.8596495762467384,0.0421142578125,0.0,0.25,0.95,0.825,0.735,0.51
33,3.7918443121016026,0.041778564453125,0.0,0.245,0.915,0.84,0.73,0.55
34,3.719533257186413,0.044769287109375,0.0,0.26,0.95,0.81,0.725,0.55
35,3.660159233957529,0.0449981689453125,0.0,0.24,0.93,0.875,0.755,0.515
36,3.5810339003801346,0.047088623046875,0.0,0.235,0.955,0.835,0.69,0.49
37,3.5237620919942856,0.048431396484375,0.0,0.25,0.94,0.78,0.725,0.51
38,3.4580439813435078,0.049896240234375,0.0,0.24,0.945,0.87,0.695,0.505
39,3.403994742780924,0.0508270263671875,0.0,0.25,0.915,0.865,0.735,0.51
40,3.345541972666979,0.0536346435546875,0.0,0.235,0.97,0.9,0.715,0.51
