epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,2.1838902514963947,0.004806529625151149,0.0,0.12,0.905,0.745,0.555,0.37
2,1.9059693142177117,0.007466747279322854,0.0,0.115,0.945,0.83,0.595,0.37
3,1.7637449923132467,0.00968863361547763,0.0,0.12,0.93,0.82,0.675,0.42
4,1.6251483917380474,0.011502418379685611,0.0,0.2,0.9,0.795,0.66,0.45
5,1.4809107581678296,0.012787182587666264,0.0,0.21,0.94,0.82,0.63,0.435
6,1.3494962290307775,0.013603385731559855,0.0,0.18,0.935,0.815,0.625,0.385
7,1.2198236995048939,0.01661124546553809,0.0,0.21,0.965,0.79,0.67,0.47
8,1.0955993829139632,0.01763905683192261,0.0,0.16,0.94,0.88,0.655,0.39
9,0.9938187377772856,0.01963422007255139,0.0,0.185,0.945,0.82,0.67,0.45
10,0.9050901446261747,0.022113059250302297,0.0,0.165,0.94,0.83,0.685,0.44
11,0.8241287770049316,0.024758162031438935,0.0,0.155,0.88,0.76,0.615,0.42
12,0.7564967771467304,0.027100967351874245,0.0,0.16,0.925,0.78,0.62,0.38
13,0.6998976872938865,0.029489117291414752,0.0,0.18,0.915,0.835,0.64,0.43
14,0.6580385129569952,0.030078597339782347,0.0,0.145,0.93,0.85,0.665,0.41
15,0.6190330616976647,0.03269347037484885,0.0,0.13,0.9,0.71,0.59,0.36
16,0.5892518068599586,0.03379685610640871,0.0,0.175,0.895,0.845,0.67,0.46
17,0.5552984960007841,0.03603385731559855,0.0,0.145,0.925,0.83,0.57,0.44
18,0.5314160190477625,0.03728839177750907,0.0,0.155,0.91,0.835,0.645,0.435
19,0.5126095115706019,0.04002418379685611,0.0,0.18,0.925,0.77,0.65,0.415
20,0.4940010968221863,0.03966142684401451,0.0,0.14,0.91,0.805,0.625,0.425
21,0.48088932411954655,0.041369407496977026,0.0,0.15,0.945,0.83,0.66,0.44
22,0.4661324032633019,0.04339480048367594,0.0,0.155,0.935,0.85,0.585,0.425
23,0.4520751800581795,0.04437726723095526,0.0,0.14,0.915,0.82,0.655,0.475
24,0.4452191215076066,0.04687122128174123,0.0,0.145,0.92,0.815,0.615,0.39
25,0.42541328377598286,0.0466596130592503,0.0,0.12,0.895,0.73,0.57,0.39
26,0.421026142355969,0.04830713422007255,0.0,0.14,0.9,0.775,0.65,0.425
27,0.41353976224811506,0.05054413542926239,0.0,0.165,0.905,0.82,0.64,0.42
28,0.40224899369795347,0.05179866989117291,0.0,0.185,0.945,0.805,0.67,0.47
29,0.3927470347396984,0.0533403869407497,0.0,0.19,0.94,0.81,0.605,0.435
30,0.3813789864423197,0.05355199516324063,0.0,0.14,0.915,0.755,0.61,0.435
31,0.3810693657554983,0.05533555018137848,0.0,0.165,0.915,0.82,0.65,0.435
32,0.37037418409911727,0.054126360338573154,0.0,0.15,0.91,0.815,0.61,0.4
33,0.3704002804630757,0.05542623941958887,0.0,0.16,0.92,0.81,0.66,0.415
34,0.3660841309984621,0.05674123337363966,0.0,0.125,0.935,0.83,0.68,0.465
35,0.3600944285336184,0.05745163240628779,0.0,0.145,0.89,0.705,0.57,0.4
36,0.34929241419397067,0.057708585247883915,0.0,0.115,0.855,0.735,0.585,0.365
37,0.3422898463301243,0.05878174123337364,0.0,0.15,0.91,0.84,0.58,0.42
38,0.3466457118993082,0.0591596130592503,0.0,0.16,0.945,0.81,0.55,0.4
39,0.3394718865430413,0.059613059250302296,0.0,0.125,0.91,0.75,0.55,0.335
40,0.335628018453447,0.06003627569528416,0.0,0.13,0.89,0.745,0.565,0.4
