epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,1.6397737432339812,0.010184065564960366,0.0,0.195,0.91,0.83,0.69,0.48
2,1.6221970539107111,0.010362085180706705,0.0,0.16,0.955,0.86,0.67,0.46
3,1.6150854733463387,0.010561937390837028,0.0,0.15,0.96,0.795,0.635,0.41
4,1.6092138952422843,0.010437659545882038,0.0,0.165,0.945,0.875,0.62,0.415
5,1.6025701630168363,0.010588808276232702,0.0,0.15,0.92,0.8,0.645,0.43
6,1.5979568526627284,0.010786981056025796,0.0,0.13,0.92,0.8,0.63,0.355
7,1.594262884734027,0.010736598145908908,0.0,0.11,0.86,0.74,0.555,0.315
8,1.5887054352242669,0.01080881365040978,0.0,0.125,0.845,0.76,0.615,0.36
9,1.5865911790476712,0.010696291817815397,0.0,0.135,0.865,0.74,0.485,0.275
10,1.5839144550214832,0.010820569662770388,0.0,0.075,0.89,0.75,0.545,0.28
11,1.5813100122482917,0.01085751713018944,0.0,0.12,0.875,0.75,0.575,0.34
12,1.5778959768891223,0.010825607953782077,0.0,0.145,0.955,0.705,0.535,0.34
13,1.5752030477190024,0.010928053204353083,0.0,0.105,0.825,0.68,0.49,0.26
14,1.5709832824383245,0.011013704151551793,0.0,0.085,0.89,0.71,0.495,0.26
15,1.5692025736472819,0.01085415826951498,0.0,0.065,0.89,0.735,0.515,0.265
16,1.5665946469806014,0.01072652156388553,0.0,0.08,0.82,0.625,0.43,0.185
17,1.563717290781109,0.010931412065027542,0.0,0.08,0.88,0.695,0.535,0.3
18,1.5626132464290354,0.010956603520085987,0.0,0.105,0.875,0.785,0.465,0.275
19,1.5611288799356104,0.010975077253795512,0.0,0.085,0.85,0.72,0.51,0.325
20,1.5585978151472861,0.011048972188633616,0.0,0.055,0.805,0.675,0.46,0.255
21,1.5564645954218184,0.011263939271799006,0.0,0.05,0.865,0.68,0.44,0.255
22,1.556073801462711,0.011255542120112857,0.0,0.05,0.85,0.605,0.43,0.205
23,1.551677757809916,0.010961641811097676,0.0,0.06,0.805,0.62,0.385,0.22
24,1.5507764429666815,0.01128745129652022,0.0,0.075,0.88,0.695,0.495,0.2
25,1.549054480636855,0.011300886739218058,0.0,0.11,0.87,0.7,0.49,0.275
26,1.5464010473862781,0.01120012091898428,0.0,0.06,0.785,0.66,0.37,0.17
27,1.5467316584322508,0.0110254601639124,0.0,0.045,0.77,0.58,0.35,0.125
28,1.5444545535139222,0.011257221550450088,0.0,0.07,0.87,0.62,0.43,0.21
29,1.5433972511931515,0.011339513636974339,0.0,0.09,0.83,0.69,0.435,0.21
30,1.5412160014202883,0.011327757624613731,0.0,0.055,0.83,0.605,0.34,0.165
31,1.5391939645202413,0.011282413005508531,0.0,0.05,0.85,0.675,0.385,0.17
32,1.5386088353626897,0.011415088002149671,0.0,0.06,0.8,0.575,0.34,0.15
33,1.5373221561807178,0.011307604460566976,0.0,0.045,0.745,0.58,0.325,0.145
34,1.535658135480431,0.011480585785301626,0.0,0.05,0.815,0.605,0.335,0.15
35,1.5338706460207936,0.011411729141475212,0.0,0.08,0.82,0.665,0.415,0.235
36,1.5330299380660681,0.01120012091898428,0.0,0.065,0.81,0.625,0.44,0.21
37,1.5320692288327822,0.011213556361682118,0.0,0.04,0.81,0.595,0.335,0.165
38,1.529695047174877,0.011361346231358323,0.0,0.07,0.84,0.63,0.435,0.18
39,1.5308634129804453,0.011515853822383447,0.0,0.045,0.765,0.565,0.32,0.145
40,1.52735180726667,0.011383178825742309,0.0,0.04,0.82,0.655,0.36,0.15
