epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,6.446525728025453,0.0033414909638554216,0.0,0.005,0.67,0.495,0.255,0.095
2,6.443902844611215,0.0032137478485370053,0.0,0.005,0.7,0.435,0.23,0.09
3,6.442545427102435,0.0032809810671256454,0.0,0.005,0.715,0.425,0.23,0.085
4,6.4402987230665305,0.0032473644578313253,0.0,0.01,0.685,0.455,0.215,0.09
5,6.440020707306066,0.003252406949225473,0.0,0.005,0.725,0.47,0.235,0.08
6,6.439642645200641,0.0033263634896729777,0.0,0.01,0.72,0.49,0.215,0.09
7,6.439548910177103,0.0033364484724612738,0.0,0.005,0.675,0.45,0.21,0.075
8,6.43906369595027,0.003269215253872633,0.0,0.005,0.75,0.455,0.24,0.08
9,6.438618005040181,0.003190216222030981,0.0,0.005,0.655,0.46,0.215,0.08
10,6.438636411282774,0.0033230018287435455,0.0,0.005,0.745,0.48,0.245,0.075
11,6.4382877505789935,0.0033398101333907055,0.0,0.01,0.69,0.44,0.205,0.08
12,6.437842474131494,0.0032826618975903615,0.0,0.005,0.705,0.425,0.23,0.075
13,6.438122112451445,0.003410405012908778,0.0,0.005,0.69,0.42,0.235,0.075
14,6.43745430652533,0.0032793002366609293,0.0,0.005,0.66,0.42,0.25,0.075
15,6.4368922057947895,0.0033213209982788294,0.0,0.005,0.72,0.41,0.25,0.07
16,6.4366381615656785,0.0033095551850258176,0.0,0.005,0.655,0.47,0.245,0.075
17,6.436878658202757,0.0032456836273666093,0.0,0.005,0.665,0.435,0.285,0.075
18,6.436941917504789,0.003233917814113597,0.0,0.005,0.72,0.51,0.195,0.075
19,6.4366782569228675,0.003400320030120482,0.0,0.005,0.67,0.42,0.275,0.075
20,6.436798109655331,0.00339695836919105,0.0,0.005,0.69,0.485,0.205,0.075
21,6.436143948165972,0.003269215253872633,0.0,0.005,0.715,0.505,0.24,0.08
22,6.436196035854582,0.0033196401678141137,0.0,0.01,0.715,0.49,0.225,0.085
23,6.436325752796692,0.0033498951161790016,0.0,0.01,0.69,0.45,0.2,0.075
24,6.43615547432957,0.0033028318631669537,0.0,0.01,0.7,0.485,0.235,0.085
25,6.436060653496117,0.00333812930292599,0.0,0.01,0.745,0.51,0.205,0.08
26,6.435542972485909,0.0032977893717728054,0.0,0.01,0.705,0.48,0.2,0.09
27,6.435577236641705,0.0033145976764199655,0.0,0.01,0.715,0.475,0.265,0.085
28,6.434645555105554,0.0033246826592082616,0.0,0.01,0.755,0.45,0.25,0.09
29,6.435688392225519,0.0032675344234079176,0.0,0.01,0.695,0.455,0.24,0.09
30,6.4353503327361485,0.0032860235585197932,0.0,0.01,0.72,0.47,0.22,0.085
31,6.435522415141436,0.003365022590361446,0.0,0.01,0.7,0.41,0.235,0.085
32,6.435784650136189,0.0033196401678141137,0.0,0.01,0.68,0.465,0.23,0.09
33,6.435691086642714,0.003373426742685026,0.0,0.01,0.69,0.48,0.245,0.09
34,6.43551055166274,0.0033448526247848538,0.0,0.01,0.725,0.45,0.255,0.095
35,6.43573658806937,0.00335493760757315,0.0,0.01,0.78,0.475,0.265,0.09
36,6.434119030038174,0.0033045126936316694,0.0,0.01,0.725,0.465,0.28,0.085
37,6.435239972428077,0.0033213209982788294,0.0,0.01,0.77,0.46,0.185,0.085
38,6.43470761369715,0.00333812930292599,0.0,0.01,0.72,0.525,0.245,0.09
39,6.435254270156362,0.0033314059810671255,0.0,0.01,0.715,0.45,0.205,0.09
40,6.434585222483912,0.0033582992685025816,0.0,0.01,0.64,0.47,0.255,0.095
