epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,5.176864822637193,0.02627810348537005,0.0,0.13,0.88,0.785,0.6,0.34
2,5.1479358000106945,0.026647886187607574,0.0,0.115,0.895,0.715,0.515,0.33
3,5.130897604044456,0.02718743276678141,0.0,0.11,0.895,0.745,0.53,0.325
4,5.115349166364555,0.02743115318416523,0.0,0.1,0.83,0.765,0.58,0.305
5,5.100551067654319,0.02753200301204819,0.0,0.115,0.87,0.74,0.52,0.295
6,5.088043996676316,0.02784967996987952,0.0,0.09,0.885,0.785,0.545,0.28
7,5.078806009637304,0.028069868760757316,0.0,0.095,0.875,0.72,0.47,0.265
8,5.067385201610099,0.028187526893287435,0.0,0.09,0.875,0.72,0.57,0.29
9,5.058459830981729,0.028226185993975902,0.0,0.1,0.845,0.775,0.535,0.275
10,5.047775958778526,0.02821105851979346,0.0,0.095,0.91,0.74,0.56,0.305
11,5.040000208068427,0.028364014092082616,0.0,0.09,0.87,0.71,0.5,0.26
12,5.030017050941717,0.02881783831755594,0.0,0.085,0.865,0.71,0.505,0.265
13,5.021213409207158,0.02880439167383821,0.0,0.105,0.885,0.745,0.515,0.29
14,5.0132651156689745,0.028784221708261618,0.0,0.09,0.87,0.705,0.53,0.3
15,5.007427748222154,0.02902289963425129,0.0,0.095,0.855,0.705,0.525,0.255
16,5.000303555683917,0.029113664479345956,0.0,0.1,0.86,0.725,0.545,0.275
17,4.989687279456659,0.029382597353700517,0.0,0.09,0.895,0.7,0.555,0.27
18,4.982704008302672,0.02994063306798623,0.0,0.1,0.86,0.715,0.515,0.24
19,4.972869868943285,0.02955740372203098,0.0,0.095,0.845,0.69,0.52,0.275
20,4.967917082847293,0.030028036252151464,0.0,0.09,0.86,0.685,0.455,0.23
21,4.959233403000692,0.03057598698364888,0.0,0.085,0.84,0.685,0.515,0.255
22,4.952100307313588,0.030345713209982788,0.0,0.08,0.865,0.67,0.475,0.255
23,4.947070387677769,0.030278479991394148,0.0,0.105,0.86,0.69,0.525,0.26
24,4.940910839172731,0.030438158885542167,0.0,0.09,0.86,0.675,0.515,0.25
25,4.93338762339134,0.030591114457831324,0.0,0.095,0.87,0.71,0.505,0.23
26,4.925792149955763,0.030569263661790018,0.0,0.085,0.84,0.65,0.485,0.225
27,4.918595896735659,0.030903748924268504,0.0,0.09,0.78,0.68,0.455,0.22
28,4.912842748087162,0.03081298407917384,0.0,0.09,0.85,0.665,0.475,0.24
29,4.905654420540788,0.030776005808950086,0.0,0.08,0.81,0.65,0.48,0.235
30,4.899320413651852,0.031298744083476764,0.0,0.095,0.87,0.645,0.5,0.275
31,4.894118279475148,0.0313441265060241,0.0,0.08,0.84,0.675,0.435,0.26
32,4.885652588074466,0.031584485262478486,0.0,0.085,0.815,0.635,0.43,0.24
33,4.880687981997833,0.03173912166523236,0.0,0.1,0.83,0.69,0.495,0.225
34,4.873965692602213,0.031579442771084335,0.0,0.095,0.815,0.655,0.38,0.225
35,4.866705241999404,0.031888715576592085,0.0,0.09,0.815,0.635,0.43,0.26
36,4.864584194813661,0.031781142426850255,0.0,0.085,0.81,0.65,0.515,0.26
37,4.856940883367279,0.031655080141996556,0.0,0.11,0.87,0.71,0.51,0.27
38,4.852906412594084,0.0321324359939759,0.0,0.09,0.82,0.66,0.445,0.255
39,4.847103776291602,0.0321946267211704,0.0,0.1,0.865,0.64,0.455,0.27
40,4.8417749076620025,0.032192945890705676,0.0,0.115,0.855,0.665,0.48,0.25
