epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,4.979835654700274,0.02943134143717728,0.0,0.075,0.81,0.625,0.415,0.23
2,4.954264846808323,0.03008350365748709,0.0,0.05,0.815,0.645,0.415,0.2
3,4.935463864298573,0.03050034961273666,0.0,0.055,0.815,0.625,0.425,0.235
4,4.917415927486452,0.030560859509466437,0.0,0.045,0.775,0.61,0.39,0.21
5,4.90715701896024,0.031231510864888123,0.0,0.05,0.835,0.64,0.385,0.21
6,4.89204785253423,0.031572719449225475,0.0,0.04,0.835,0.59,0.385,0.205
7,4.884737319256886,0.03164499515920826,0.0,0.055,0.805,0.585,0.385,0.185
8,4.8709831763052485,0.03178450408777969,0.0,0.05,0.77,0.62,0.415,0.185
9,4.863310084285506,0.03186014145869191,0.0,0.06,0.81,0.585,0.39,0.215
10,4.855510575430734,0.03188703474612737,0.0,0.055,0.79,0.615,0.465,0.21
11,4.845253427344632,0.03225177495697074,0.0,0.045,0.82,0.585,0.405,0.205
12,4.8356551721871615,0.03212235101118761,0.0,0.035,0.78,0.645,0.385,0.195
13,4.830658092761409,0.03263332347246127,0.0,0.045,0.83,0.63,0.39,0.23
14,4.820611617240972,0.032734173300344234,0.0,0.04,0.815,0.6,0.405,0.22
15,4.817262323711087,0.03287536305938038,0.0,0.055,0.83,0.595,0.385,0.205
16,4.808460944696056,0.03291402216006885,0.0,0.06,0.81,0.64,0.415,0.2
17,4.8019212166331515,0.03291570299053356,0.0,0.045,0.8,0.605,0.435,0.205
18,4.794605139405715,0.03279636402753873,0.0,0.04,0.845,0.575,0.41,0.2
19,4.789981041020248,0.033114040985370054,0.0,0.035,0.805,0.645,0.375,0.23
20,4.783967174063862,0.03325018825301205,0.0,0.045,0.79,0.615,0.42,0.22
21,4.774448906903423,0.033470377043889846,0.0,0.04,0.815,0.635,0.39,0.195
22,4.768848173794771,0.033698969987091223,0.0,0.04,0.79,0.595,0.395,0.2
23,4.762665072324559,0.03387041469449226,0.0,0.045,0.815,0.575,0.385,0.215
24,4.758518423352923,0.03362669427710843,0.0,0.05,0.785,0.63,0.4,0.175
25,4.75376050197319,0.03415111338209983,0.0,0.055,0.85,0.65,0.37,0.18
26,4.7473751304482015,0.034119177603270226,0.0,0.045,0.8,0.6,0.42,0.195
27,4.739359670990305,0.03401496611445783,0.0,0.045,0.82,0.615,0.38,0.235
28,4.738396106201277,0.03430238812392427,0.0,0.035,0.8,0.62,0.435,0.2
29,4.731861033250871,0.03435281303786575,0.0,0.06,0.83,0.64,0.425,0.2
30,4.7259571080363765,0.034830168889845095,0.0,0.065,0.785,0.63,0.42,0.22
31,4.720528141356581,0.03440491878227195,0.0,0.04,0.835,0.635,0.385,0.205
32,4.7141610488628976,0.03506380432444062,0.0,0.05,0.805,0.6,0.415,0.17
33,4.711333083614014,0.03497135864888124,0.0,0.04,0.78,0.62,0.395,0.205
34,4.704899285623416,0.0347881481282272,0.0,0.055,0.81,0.62,0.395,0.19
35,4.7043134571147665,0.034631830895008604,0.0,0.055,0.805,0.57,0.36,0.195
36,4.6962287060775365,0.03496967781841653,0.0,0.055,0.775,0.575,0.37,0.21
37,4.6917621863688534,0.035110867577452666,0.0,0.045,0.79,0.62,0.405,0.205
38,4.685732707714665,0.03541005540017212,0.0,0.06,0.785,0.645,0.36,0.21
39,4.68138077337032,0.03519490910068847,0.0,0.04,0.79,0.565,0.385,0.18
40,4.675353858639164,0.03554788349827883,0.0,0.05,0.78,0.595,0.42,0.185
