epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,20.644188436091255,0.0005782056798623064,0.0,0.005,0.49,0.255,0.1,0.03
2,17.19182870310063,0.0006538430507745267,0.0,0.005,0.555,0.275,0.095,0.025
3,15.277531797832548,0.0006925021514629948,0.0,0.005,0.525,0.25,0.095,0.03
4,13.925710051072034,0.000709310456110155,0.0,0.005,0.515,0.28,0.105,0.025
5,12.940855331552214,0.0007210762693631669,0.0,0.005,0.55,0.29,0.1,0.03
6,12.12903212516115,0.0008168836058519794,0.0,0.005,0.57,0.295,0.125,0.025
7,11.376659501645323,0.0007866286574870912,0.0,0.005,0.535,0.295,0.11,0.03
8,10.652506001024362,0.0009026059595524957,0.0,0.005,0.58,0.265,0.135,0.04
9,9.96950306293271,0.0009042867900172117,0.0,0.005,0.545,0.265,0.135,0.035
10,9.318574242255364,0.000986647482788296,0.0,0.005,0.57,0.29,0.14,0.035
11,8.714039136128253,0.0011396030550774527,0.0,0.005,0.52,0.295,0.145,0.055
12,8.161181194646838,0.0011866663080895008,0.0,0.005,0.525,0.33,0.145,0.04
13,7.675301763564092,0.0013177710843373493,0.0,0.005,0.635,0.37,0.16,0.055
14,7.280709324933576,0.0013866851333907057,0.0,0.005,0.575,0.425,0.14,0.07
15,6.993086617087333,0.001447195030120482,0.0,0.005,0.665,0.41,0.17,0.08
16,6.812553906399699,0.0014925774526678142,0.0,0.005,0.635,0.47,0.21,0.07
17,6.718614219593304,0.0015631723321858865,0.0,0.005,0.655,0.47,0.2,0.08
18,6.674980340028589,0.0016304055507745266,0.0,0.005,0.77,0.485,0.24,0.08
19,6.64774715961975,0.001702681260757315,0.0,0.01,0.65,0.435,0.235,0.085
20,6.6272225182971525,0.0017732761402753873,0.0,0.015,0.74,0.51,0.235,0.095
21,6.609312247901693,0.0018505943416523235,0.0,0.02,0.685,0.51,0.285,0.085
22,6.593828022377421,0.0020254007099827884,0.0,0.02,0.74,0.515,0.315,0.09
23,6.57998982066747,0.0020657406411359724,0.0,0.02,0.725,0.535,0.275,0.095
24,6.567406500883644,0.0021161655550774525,0.0,0.02,0.745,0.56,0.295,0.1
25,6.5561194124402355,0.002156505486230637,0.0,0.02,0.735,0.54,0.29,0.1
26,6.545908925455326,0.002284248601549053,0.0,0.02,0.75,0.49,0.28,0.1
27,6.5370948212077,0.0022640786359724614,0.0,0.02,0.745,0.525,0.28,0.1
28,6.528384099523705,0.0023682901247848538,0.0,0.02,0.7,0.575,0.3,0.1
29,6.5210494822766405,0.00243720417383821,0.0,0.02,0.72,0.605,0.3,0.115
30,6.514923153974103,0.0025262881884681584,0.0,0.02,0.755,0.545,0.245,0.11
31,6.5084282962057145,0.0025515006454388985,0.0,0.02,0.765,0.545,0.3,0.11
32,6.503234653177442,0.0025346923407917384,0.0,0.02,0.79,0.545,0.33,0.11
33,6.499618333301117,0.0025733514414802068,0.0,0.02,0.74,0.515,0.285,0.105
34,6.495130839323218,0.002590159746127367,0.0,0.02,0.78,0.56,0.27,0.11
35,6.489490220140467,0.0025935214070567985,0.0,0.02,0.755,0.57,0.33,0.12
36,6.486210640859686,0.0025884789156626507,0.0,0.02,0.75,0.585,0.315,0.11
37,6.482227114514927,0.0027044562177280553,0.0,0.02,0.72,0.595,0.33,0.115
38,6.478641251483595,0.002724626183304647,0.0,0.02,0.7,0.56,0.36,0.12
39,6.4756192332085565,0.002684286252151463,0.0,0.02,0.795,0.555,0.37,0.11
40,6.472568882106708,0.0027397536574870914,0.0,0.02,0.76,0.555,0.315,0.115
