epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,6.642665906535163,0.0018791684595524957,0.0,0.02,0.77,0.605,0.3,0.125
2,6.641705539263464,0.0018640409853700516,0.0,0.03,0.78,0.575,0.305,0.115
3,6.639817199280258,0.001946401678141136,0.0,0.02,0.73,0.525,0.325,0.11
4,6.640146633844163,0.0019178275602409639,0.0,0.025,0.72,0.5,0.31,0.125
5,6.639395875487598,0.0019010192555938038,0.0,0.02,0.775,0.5,0.335,0.13
6,6.639307645019689,0.001922870051635112,0.0,0.02,0.78,0.565,0.285,0.125
7,6.639114322432553,0.0018405093588640276,0.0,0.02,0.785,0.5,0.335,0.135
8,6.63847946094769,0.001959848321858864,0.0,0.025,0.795,0.535,0.36,0.12
9,6.638417204563056,0.001973294965576592,0.0,0.025,0.72,0.51,0.36,0.125
10,6.638749702046537,0.0019346358648881239,0.0,0.02,0.755,0.53,0.315,0.12
11,6.638183185853154,0.0018472326807228916,0.0,0.02,0.79,0.53,0.31,0.135
12,6.638025647391551,0.001939678356282272,0.0,0.03,0.74,0.555,0.335,0.145
13,6.638119073004402,0.0018690834767641996,0.0,0.015,0.755,0.51,0.295,0.13
14,6.638398667005582,0.0018774876290877796,0.0,0.015,0.765,0.535,0.31,0.125
15,6.63749787072922,0.00193631669535284,0.0,0.015,0.74,0.525,0.32,0.12
16,6.638067880719131,0.00193631669535284,0.0,0.03,0.805,0.505,0.325,0.145
17,6.6378492439059915,0.0018808492900172116,0.0,0.025,0.73,0.54,0.335,0.135
18,6.63799179523619,0.0019346358648881239,0.0,0.02,0.78,0.56,0.32,0.135
19,6.637539054358477,0.0018959767641996558,0.0,0.02,0.7,0.52,0.31,0.125
20,6.636451451175184,0.0019211892211703958,0.0,0.02,0.74,0.555,0.295,0.13
21,6.636841965214111,0.0018825301204819277,0.0,0.02,0.75,0.58,0.325,0.125
22,6.6368231773376465,0.0019027000860585197,0.0,0.015,0.785,0.53,0.32,0.135
23,6.636130176189639,0.0018690834767641996,0.0,0.025,0.72,0.565,0.325,0.12
24,6.636118456336594,0.0018892534423407918,0.0,0.02,0.765,0.545,0.325,0.125
25,6.63591245037348,0.0020438898450946645,0.0,0.02,0.775,0.545,0.355,0.12
26,6.635603706110365,0.0018926151032702238,0.0,0.025,0.83,0.52,0.295,0.125
27,6.635244053530406,0.001964890813253012,0.0,0.02,0.76,0.515,0.315,0.135
28,6.63506125418947,0.0019816991179001722,0.0,0.02,0.77,0.545,0.37,0.14
29,6.6352114406592255,0.0019111042383821,0.0,0.02,0.8,0.545,0.325,0.13
30,6.6350489975868525,0.001931274203958692,0.0,0.02,0.765,0.54,0.29,0.14
31,6.634786120790623,0.001954805830464716,0.0,0.025,0.755,0.525,0.305,0.12
32,6.6349864917039465,0.001939678356282272,0.0,0.015,0.76,0.565,0.305,0.13
33,6.635217267757028,0.001958167491394148,0.0,0.015,0.785,0.51,0.375,0.14
34,6.633948361401714,0.001966571643717728,0.0,0.03,0.77,0.55,0.385,0.13
35,6.634217597121011,0.0019245508820998278,0.0,0.025,0.775,0.51,0.26,0.12
36,6.634481034467635,0.001951444169535284,0.0,0.02,0.725,0.555,0.305,0.115
37,6.634086654026209,0.001941359186746988,0.0,0.025,0.725,0.475,0.33,0.12
38,6.633687223706927,0.00193631669535284,0.0,0.025,0.74,0.485,0.35,0.12
39,6.633858931044088,0.0018976575946643719,0.0,0.02,0.78,0.525,0.34,0.115
40,6.633720937981663,0.0019060617469879519,0.0,0.02,0.755,0.535,0.315,0.13
