epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,5.2748902135379545,0.018253818846815834,0.0,0.1,0.875,0.8,0.605,0.375
2,5.242358220013407,0.018658898988812393,0.0,0.12,0.91,0.76,0.575,0.325
3,5.2258440984506,0.01881521622203098,0.0,0.11,0.925,0.745,0.575,0.31
4,5.2094929862555865,0.018941278506884682,0.0,0.1,0.86,0.76,0.57,0.335
5,5.196799560586269,0.019300976226333907,0.0,0.115,0.905,0.745,0.55,0.295
6,5.1857712913092975,0.01959848321858864,0.0,0.1,0.885,0.755,0.57,0.325
7,5.172977731478194,0.019569909100688468,0.0,0.11,0.895,0.785,0.58,0.31
8,5.161177825599447,0.019588398235800344,0.0,0.095,0.89,0.72,0.515,0.305
9,5.153848735888115,0.019815310348537004,0.0,0.1,0.89,0.725,0.575,0.29
10,5.142673117363515,0.020279219556798622,0.0,0.075,0.91,0.7,0.515,0.26
11,5.133993497608861,0.01993128765060241,0.0,0.095,0.855,0.73,0.455,0.27
12,5.127725485475051,0.020232156303786573,0.0,0.095,0.865,0.69,0.495,0.285
13,5.117574636784355,0.020341410283993114,0.0,0.105,0.855,0.755,0.52,0.27
14,5.110020699886775,0.020807000322719447,0.0,0.08,0.89,0.71,0.45,0.245
15,5.1015260371406805,0.020632193954388985,0.0,0.1,0.865,0.76,0.475,0.255
16,5.094270792352148,0.020766660391566265,0.0,0.1,0.845,0.735,0.48,0.28
17,5.0874074822654,0.020922977624784855,0.0,0.085,0.865,0.695,0.495,0.29
18,5.084112242043736,0.020880956863166954,0.0,0.085,0.835,0.705,0.52,0.265
19,5.074612001954176,0.02129612198795181,0.0,0.09,0.88,0.72,0.495,0.255
20,5.070586206990963,0.02108097568846816,0.0,0.08,0.83,0.705,0.485,0.24
21,5.061915031603815,0.02117342136402754,0.0,0.1,0.87,0.71,0.475,0.275
22,5.054672873984516,0.021608756454388985,0.0,0.08,0.875,0.66,0.51,0.265
23,5.049963607229998,0.021094422332185888,0.0,0.07,0.865,0.695,0.445,0.245
24,5.044523166912558,0.021420503442340793,0.0,0.085,0.855,0.71,0.515,0.265
25,5.040600555078504,0.021386886833046473,0.0,0.08,0.88,0.715,0.5,0.26
26,5.03102022850575,0.021768435348537004,0.0,0.085,0.855,0.655,0.495,0.26
27,5.025365094925163,0.021837349397590362,0.0,0.055,0.865,0.665,0.465,0.255
28,5.021833826875933,0.021790286144578314,0.0,0.075,0.865,0.645,0.42,0.225
29,5.018477814127779,0.022173515490533563,0.0,0.1,0.855,0.7,0.47,0.255
30,5.012604287487299,0.022017198257314973,0.0,0.08,0.855,0.715,0.47,0.27
31,5.006089736590492,0.021877689328743545,0.0,0.07,0.85,0.695,0.52,0.25
32,5.00291189105088,0.022185281303786573,0.0,0.065,0.8,0.66,0.47,0.235
33,4.99691989787064,0.022235706217728055,0.0,0.075,0.835,0.685,0.49,0.255
34,4.995457422712789,0.022265961166092942,0.0,0.065,0.83,0.685,0.45,0.26
35,4.988354728061854,0.022390342620481927,0.0,0.07,0.85,0.74,0.5,0.225
36,4.9870420364012205,0.02244917168674699,0.0,0.08,0.865,0.675,0.47,0.255
37,4.981903648212321,0.022378576807228916,0.0,0.07,0.81,0.66,0.445,0.23
38,4.979164045566947,0.022659275494836487,0.0,0.075,0.835,0.655,0.505,0.26
39,4.972184014607625,0.022756763661790018,0.0,0.06,0.805,0.665,0.47,0.265
40,4.9703879594392495,0.022686168782271945,0.0,0.08,0.825,0.7,0.49,0.24
