epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,5.552729709218168,0.014160996665232357,0.0,0.04,0.765,0.59,0.355,0.165
2,5.535528346306281,0.014559353485370052,0.0,0.035,0.785,0.59,0.37,0.165
3,5.52566013401839,0.014394632099827883,0.0,0.045,0.78,0.555,0.375,0.15
4,5.516158866389893,0.014436652861445784,0.0,0.03,0.81,0.55,0.325,0.16
5,5.511736737676413,0.014510609401893287,0.0,0.04,0.77,0.57,0.305,0.17
6,5.508135219449225,0.014626586703958692,0.0,0.05,0.765,0.57,0.295,0.165
7,5.501019141349858,0.014661884143717729,0.0,0.035,0.77,0.545,0.28,0.12
8,5.495011934520045,0.014574480959552496,0.0,0.03,0.735,0.59,0.31,0.155
9,5.493531787662211,0.014757691480206541,0.0,0.035,0.75,0.565,0.29,0.16
10,5.4906964490828125,0.014742564006024096,0.0,0.025,0.77,0.58,0.32,0.165
11,5.48878699941192,0.014818201376936317,0.0,0.03,0.795,0.615,0.355,0.135
12,5.485808759055737,0.014720713209982788,0.0,0.035,0.77,0.51,0.34,0.155
13,5.47993940494557,0.015058560133390705,0.0,0.035,0.76,0.57,0.29,0.15
14,5.479640350079167,0.015070325946643717,0.0,0.025,0.805,0.515,0.36,0.165
15,5.474238142089056,0.015108985047332185,0.0,0.035,0.79,0.55,0.3,0.16
16,5.474056013274726,0.01510730421686747,0.0,0.035,0.745,0.575,0.315,0.165
17,5.4716804277876365,0.015093857573149742,0.0,0.03,0.815,0.52,0.31,0.15
18,5.471327541206872,0.015103942555938037,0.0,0.035,0.76,0.515,0.305,0.15
19,5.467024471591549,0.014922412865748708,0.0,0.035,0.785,0.565,0.365,0.17
20,5.46617193271289,0.015021581863166954,0.0,0.03,0.74,0.54,0.33,0.14
21,5.462254051497389,0.014924093696213425,0.0,0.03,0.785,0.53,0.39,0.16
22,5.459988409393626,0.015186303248709123,0.0,0.03,0.775,0.55,0.39,0.19
23,5.459451819040689,0.015051836811531842,0.0,0.03,0.77,0.535,0.335,0.14
24,5.459881012698254,0.015430023666092944,0.0,0.025,0.745,0.56,0.3,0.12
25,5.457197856574789,0.015203111553356283,0.0,0.03,0.78,0.55,0.325,0.165
26,5.454393919486803,0.015134197504302926,0.0,0.04,0.775,0.585,0.325,0.165
27,5.453829528132322,0.01500141189759036,0.0,0.025,0.785,0.54,0.345,0.15
28,5.453008406338716,0.015351024634251292,0.0,0.03,0.725,0.52,0.31,0.145
29,5.449770163340741,0.015245132314974182,0.0,0.035,0.79,0.585,0.32,0.135
30,5.452016785304846,0.015114027538726335,0.0,0.03,0.755,0.54,0.295,0.145
31,5.447444302695138,0.015028305185025818,0.0,0.05,0.735,0.54,0.285,0.135
32,5.448345935283142,0.01530059972030981,0.0,0.03,0.78,0.495,0.34,0.155
33,5.445962928863893,0.015588021729776249,0.0,0.035,0.725,0.55,0.31,0.175
34,5.444912101233477,0.015193026570567987,0.0,0.02,0.795,0.545,0.335,0.16
35,5.444253635078207,0.015539277646299483,0.0,0.035,0.77,0.52,0.37,0.145
36,5.443726060312504,0.01530059972030981,0.0,0.03,0.76,0.5,0.38,0.14
37,5.439586548304598,0.015413215361445784,0.0,0.035,0.765,0.53,0.315,0.145
38,5.439498343278947,0.015414896191910499,0.0,0.025,0.72,0.53,0.305,0.15
39,5.43719502119107,0.015651893287435457,0.0,0.035,0.705,0.54,0.27,0.13
40,5.437900876424399,0.015408172870051634,0.0,0.04,0.74,0.61,0.305,0.14
