epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,2.2588308736808065,0.004292623941958887,0.0,0.11,0.875,0.845,0.57,0.35
2,1.9839472645283323,0.00687726723095526,0.0,0.125,0.905,0.81,0.635,0.46
3,1.8276029410933063,0.008630592503022975,0.0,0.135,0.92,0.81,0.61,0.405
4,1.7048201246878545,0.009975816203143894,0.0,0.14,0.93,0.82,0.645,0.465
5,1.589844403042038,0.011169891172914148,0.0,0.17,0.905,0.81,0.62,0.455
6,1.4842920694991208,0.013180169286577992,0.0,0.14,0.945,0.835,0.69,0.48
7,1.3824592585142752,0.013935912938331319,0.0,0.195,0.94,0.825,0.63,0.49
8,1.285694176383866,0.015205562273276905,0.0,0.18,0.915,0.84,0.7,0.43
9,1.2037219121061185,0.01652055622732769,0.0,0.155,0.955,0.87,0.715,0.475
10,1.1169440592214592,0.01772974607013301,0.0,0.17,0.935,0.85,0.685,0.475
11,1.0469258508990724,0.019588875453446192,0.0,0.19,0.915,0.83,0.665,0.435
12,0.9802690173579243,0.020737605804111246,0.0,0.155,0.94,0.825,0.69,0.4
13,0.9243145948598002,0.02235489721886336,0.0,0.17,0.94,0.86,0.63,0.41
14,0.8742584716560187,0.023609431680773882,0.0,0.16,0.95,0.88,0.695,0.46
15,0.8252096225733913,0.02442563482466747,0.0,0.165,0.92,0.815,0.695,0.475
16,0.789061332466092,0.02590689238210399,0.0,0.17,0.915,0.83,0.725,0.46
17,0.7522125157868848,0.02578597339782346,0.0,0.15,0.915,0.865,0.645,0.435
18,0.7171334662633478,0.02850665054413543,0.0,0.17,0.925,0.815,0.62,0.435
19,0.68622593068154,0.028899637243047158,0.0,0.13,0.9,0.8,0.605,0.39
20,0.6614012524287386,0.03074365175332527,0.0,0.17,0.915,0.83,0.665,0.47
21,0.6425595133235406,0.031030834340991537,0.0,0.185,0.915,0.835,0.65,0.42
22,0.6172918011696769,0.032391172914147524,0.0,0.15,0.93,0.755,0.655,0.445
23,0.5978948135185703,0.034839782345828296,0.0,0.155,0.905,0.825,0.605,0.41
24,0.577640705127742,0.03562575574365175,0.0,0.17,0.935,0.815,0.64,0.42
25,0.5680938668377886,0.03678960096735187,0.0,0.135,0.905,0.805,0.66,0.375
26,0.5544073389475983,0.03734885126964933,0.0,0.175,0.905,0.8,0.645,0.445
27,0.5326186010814491,0.03827085852478839,0.0,0.17,0.89,0.77,0.64,0.425
28,0.5209806450981616,0.03771160822249093,0.0,0.155,0.9,0.765,0.62,0.43
29,0.5104371930876839,0.03954050785973398,0.0,0.125,0.93,0.825,0.6,0.425
30,0.5003212311626057,0.03975211608222491,0.0,0.15,0.88,0.78,0.685,0.415
31,0.4923403917625997,0.04235187424425635,0.0,0.135,0.935,0.775,0.645,0.365
32,0.4828778737491535,0.04211003627569528,0.0,0.14,0.93,0.79,0.655,0.39
33,0.4699153271144506,0.04383313180169287,0.0,0.17,0.915,0.805,0.635,0.435
34,0.4693963168285778,0.04458887545344619,0.0,0.165,0.9,0.79,0.61,0.37
35,0.45783075222153186,0.045918984280532045,0.0,0.145,0.89,0.735,0.605,0.365
36,0.4480266145938397,0.043938935912938334,0.0,0.125,0.885,0.79,0.64,0.37
37,0.4432107794169503,0.045873639661426845,0.0,0.14,0.89,0.82,0.6,0.405
38,0.4367630787328913,0.0470677146311971,0.0,0.165,0.93,0.75,0.585,0.39
39,0.43692260185457055,0.04817110036275695,0.0,0.115,0.925,0.705,0.575,0.33
40,0.4328113251290269,0.04871523579201935,0.0,0.145,0.885,0.785,0.61,0.365
