epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,5.577921283019389,0.014233272375215147,0.0,0.1,0.855,0.67,0.465,0.295
2,5.559690760253013,0.014129060886402754,0.0,0.11,0.85,0.685,0.48,0.305
3,5.548742127705769,0.014169400817555938,0.0,0.08,0.84,0.655,0.51,0.28
4,5.545298229191267,0.014327398881239243,0.0,0.1,0.845,0.72,0.46,0.295
5,5.538621176951108,0.014192932444061963,0.0,0.115,0.875,0.67,0.475,0.275
6,5.532877835882715,0.014470269470740104,0.0,0.1,0.875,0.705,0.535,0.31
7,5.5297760823917885,0.014404717082616179,0.0,0.11,0.895,0.705,0.545,0.295
8,5.524367759231856,0.014224868222891566,0.0,0.1,0.86,0.685,0.465,0.29
9,5.520949590226664,0.014745925666953529,0.0,0.085,0.8,0.655,0.405,0.285
10,5.513708470815636,0.01449716275817556,0.0,0.105,0.855,0.74,0.51,0.28
11,5.514301877013582,0.014663564974182444,0.0,0.08,0.84,0.675,0.45,0.29
12,5.512345588966409,0.01458120428141136,0.0,0.065,0.865,0.65,0.485,0.24
13,5.507705329822796,0.014594650925129089,0.0,0.075,0.815,0.66,0.44,0.255
14,5.505186944327954,0.014579523450946643,0.0,0.085,0.835,0.72,0.505,0.265
15,5.505269053060299,0.014744244836488812,0.0,0.085,0.835,0.66,0.455,0.275
16,5.4973091110715355,0.014929136187607573,0.0,0.08,0.84,0.695,0.47,0.26
17,5.497344793428037,0.014991326914802065,0.0,0.08,0.86,0.725,0.47,0.255
18,5.495394455586366,0.014893838747848538,0.0,0.08,0.86,0.62,0.43,0.26
19,5.493147114673293,0.014742564006024096,0.0,0.09,0.87,0.7,0.44,0.245
20,5.490739115749497,0.014974518610154905,0.0,0.085,0.815,0.675,0.49,0.24
21,5.4892313820975165,0.014823243868330465,0.0,0.085,0.825,0.67,0.47,0.26
22,5.4885516979197835,0.015066964285714286,0.0,0.09,0.84,0.66,0.425,0.25
23,5.485916741743761,0.015127474182444062,0.0,0.065,0.865,0.66,0.505,0.24
24,5.484085618936667,0.01510730421686747,0.0,0.075,0.815,0.64,0.425,0.2
25,5.482244809195015,0.015095538403614458,0.0,0.07,0.83,0.595,0.415,0.245
26,5.480585046561368,0.014971156949225474,0.0,0.075,0.84,0.67,0.43,0.25
27,5.480929395212774,0.015206473214285714,0.0,0.095,0.845,0.685,0.41,0.25
28,5.479078794305378,0.015330854668674699,0.0,0.07,0.845,0.62,0.46,0.245
29,5.476319002817912,0.015080410929432013,0.0,0.085,0.845,0.685,0.445,0.265
30,5.47715457499335,0.01527202560240964,0.0,0.09,0.83,0.64,0.485,0.24
31,5.476540691881294,0.015186303248709123,0.0,0.07,0.855,0.635,0.43,0.215
32,5.472972885466689,0.015198069061962135,0.0,0.075,0.835,0.635,0.43,0.25
33,5.47161844306066,0.015448512801204819,0.0,0.06,0.865,0.67,0.45,0.245
34,5.471180894493852,0.015041751828743545,0.0,0.07,0.84,0.65,0.4,0.22
35,5.469676989491343,0.015135878334767643,0.0,0.07,0.865,0.695,0.48,0.235
36,5.4677603396614325,0.015253536467297763,0.0,0.075,0.835,0.675,0.465,0.245
37,5.467915948615016,0.015418257852839932,0.0,0.075,0.815,0.685,0.435,0.255
38,5.467081319444561,0.015298918889845095,0.0,0.095,0.855,0.67,0.455,0.275
39,5.465388191341328,0.015514065189328744,0.0,0.09,0.845,0.675,0.455,0.255
40,5.465703030256314,0.015253536467297763,0.0,0.075,0.825,0.65,0.385,0.245
