epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,6.492159969014678,0.002714541200516351,0.0,0.035,0.79,0.625,0.35,0.125
2,6.485302473714963,0.002733030335628227,0.0,0.03,0.79,0.605,0.31,0.12
3,6.482375971421522,0.002648988812392427,0.0,0.03,0.795,0.53,0.29,0.13
4,6.479404587343515,0.002667477947504303,0.0,0.025,0.765,0.6,0.33,0.135
5,6.476032490984708,0.0027313495051635114,0.0,0.025,0.785,0.59,0.33,0.13
6,6.472637561430414,0.002689328743545611,0.0,0.025,0.79,0.61,0.31,0.12
7,6.470433722674949,0.0027935402323580032,0.0,0.025,0.775,0.555,0.315,0.13
8,6.468358479760806,0.0028305185025817555,0.0,0.025,0.765,0.57,0.33,0.125
9,6.46704083917063,0.002734711166092943,0.0,0.025,0.82,0.58,0.35,0.13
10,6.464117933263466,0.002860773450946644,0.0,0.025,0.755,0.56,0.36,0.135
11,6.462206835590829,0.0027935402323580032,0.0,0.025,0.8,0.605,0.35,0.13
12,6.461479491498097,0.0028456459767642,0.0,0.025,0.78,0.565,0.34,0.13
13,6.459549596100379,0.0028237951807228916,0.0,0.025,0.71,0.6,0.335,0.135
14,6.457840767661799,0.002998601549053356,0.0,0.025,0.805,0.575,0.29,0.12
15,6.456049585096192,0.0029078367039586917,0.0,0.025,0.77,0.6,0.305,0.125
16,6.454527259078166,0.0028439651462994838,0.0,0.025,0.765,0.57,0.315,0.125
17,6.453559082674693,0.0029011133820998278,0.0,0.025,0.775,0.525,0.31,0.13
18,6.453575489648238,0.0028910283993115317,0.0,0.025,0.76,0.56,0.335,0.125
19,6.450641476964376,0.0030507072934595524,0.0,0.025,0.8,0.54,0.3,0.13
20,6.449637483606651,0.00287085843373494,0.0,0.025,0.775,0.595,0.26,0.135
21,6.447888382535793,0.0029717082616179,0.0,0.025,0.75,0.61,0.315,0.135
22,6.446949815996337,0.0030170906841652323,0.0,0.025,0.76,0.585,0.305,0.135
23,6.445781711867262,0.0030338989888123924,0.0,0.025,0.745,0.57,0.29,0.125
24,6.44460267659514,0.0029717082616179,0.0,0.025,0.805,0.55,0.375,0.12
25,6.443655338221696,0.0030170906841652323,0.0,0.025,0.775,0.525,0.295,0.125
26,6.4425243403948524,0.0030204523450946645,0.0,0.025,0.795,0.555,0.34,0.135
27,6.4420235990041705,0.0029515382960413083,0.0,0.025,0.78,0.545,0.315,0.13
28,6.4408732215631845,0.0029750699225473323,0.0,0.025,0.745,0.565,0.345,0.125
29,6.439913814531546,0.0030893663941480207,0.0,0.025,0.79,0.525,0.31,0.125
30,6.4383653240236685,0.0029834740748709123,0.0,0.025,0.79,0.59,0.3,0.125
31,6.437918679439262,0.0030439839716006885,0.0,0.025,0.725,0.535,0.345,0.135
32,6.436791043273348,0.0030002823795180723,0.0,0.025,0.74,0.56,0.29,0.125
33,6.436232275478606,0.00298851656626506,0.0,0.025,0.74,0.57,0.315,0.115
34,6.435023201927671,0.002998601549053356,0.0,0.025,0.765,0.57,0.34,0.115
35,6.435750653534461,0.0031145788511187608,0.0,0.025,0.81,0.55,0.3,0.13
36,6.434402736657253,0.0030792814113597246,0.0,0.025,0.795,0.56,0.335,0.125
37,6.43334959296064,0.0031196213425129086,0.0,0.025,0.73,0.53,0.335,0.12
38,6.432259544858423,0.0030624731067125646,0.0,0.025,0.795,0.575,0.335,0.11
39,6.431942245430872,0.0031280254948364886,0.0,0.025,0.76,0.53,0.305,0.13
40,6.431484458778893,0.003116259681583477,0.0,0.025,0.76,0.58,0.31,0.11
