epoch,train_loss,train_accuracy,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc
1,6.836835912911289,0.00145223752151463,0.0,0.06,0.735,0.54,0.295,0.135
2,6.733882664403079,0.00252124569707401,0.0,0.025,0.725,0.485,0.31,0.115
3,6.674820506839457,0.0032877043889845093,0.0,0.025,0.735,0.51,0.32,0.135
4,6.626221506607922,0.00381380432444062,0.0,0.015,0.705,0.525,0.35,0.16
5,6.589502375630627,0.004181906196213425,0.0,0.025,0.76,0.535,0.325,0.135
6,6.55796931655805,0.004684474505163511,0.0,0.02,0.805,0.61,0.37,0.13
7,6.528616551482944,0.005086192986230637,0.0,0.015,0.77,0.51,0.28,0.12
8,6.500395721494638,0.005545059703098106,0.0,0.02,0.78,0.565,0.335,0.145
9,6.472837162510253,0.00603586219879518,0.0,0.02,0.745,0.535,0.31,0.135
10,6.445859512650823,0.006593897913080895,0.0,0.035,0.78,0.49,0.33,0.16
11,6.419534473123731,0.006983850580895009,0.0,0.04,0.725,0.605,0.305,0.155
12,6.393667388495808,0.007338505808950086,0.0,0.045,0.795,0.605,0.345,0.165
13,6.368704819638224,0.007851159100688468,0.0,0.03,0.77,0.62,0.32,0.145
14,6.34501829245825,0.008135219449225474,0.0,0.015,0.725,0.535,0.375,0.125
15,6.320438035383898,0.008513406303786575,0.0,0.03,0.785,0.5,0.28,0.155
16,6.296968703836254,0.008846210735800344,0.0,0.025,0.785,0.505,0.325,0.13
17,6.274908497493566,0.009394161467297763,0.0,0.03,0.765,0.565,0.285,0.175
18,6.252192981477038,0.00944122472030981,0.0,0.03,0.755,0.585,0.415,0.185
19,6.230894532753555,0.009809326592082616,0.0,0.035,0.775,0.555,0.33,0.16
20,6.208934024771397,0.01027491663080895,0.0,0.025,0.79,0.58,0.335,0.16
21,6.188793133129967,0.010653103485370052,0.0,0.045,0.775,0.575,0.335,0.185
22,6.167819953005819,0.010819505701376936,0.0,0.02,0.775,0.515,0.33,0.165
23,6.147857371377863,0.011261564113597246,0.0,0.04,0.805,0.615,0.39,0.155
24,6.128653327692397,0.011633027646299483,0.0,0.045,0.76,0.62,0.34,0.155
25,6.1089935327355915,0.011626304324440619,0.0,0.04,0.775,0.555,0.36,0.185
26,6.090316585337233,0.011849854776247849,0.0,0.04,0.795,0.64,0.37,0.165
27,6.070783231836998,0.012123830141996557,0.0,0.03,0.805,0.625,0.355,0.15
28,6.053177034998515,0.012382678033562822,0.0,0.035,0.76,0.635,0.39,0.16
29,6.034243840563933,0.012424698795180723,0.0,0.04,0.77,0.545,0.41,0.145
30,6.0166973616293085,0.013080222676419966,0.0,0.035,0.765,0.525,0.35,0.145
31,5.998967445655862,0.012987777000860585,0.0,0.04,0.815,0.61,0.41,0.18
32,5.98127594010555,0.013197880808950086,0.0,0.035,0.75,0.57,0.325,0.18
33,5.963784624089882,0.013665151678141136,0.0,0.045,0.84,0.585,0.36,0.175
34,5.947442937841103,0.013762639845094665,0.0,0.035,0.795,0.565,0.36,0.15
35,5.931069177112152,0.013913914586919105,0.0,0.05,0.775,0.6,0.385,0.16
36,5.915381228041526,0.014258484832185886,0.0,0.04,0.765,0.605,0.37,0.155
37,5.8985844249364225,0.014394632099827883,0.0,0.03,0.71,0.575,0.33,0.16
38,5.883553835693202,0.014700543244406197,0.0,0.03,0.77,0.55,0.355,0.15
39,5.866775264838476,0.014831648020654046,0.0,0.03,0.735,0.575,0.355,0.145
40,5.852990699512002,0.014609778399311532,0.0,0.025,0.755,0.585,0.365,0.16
