epoch,train_loss,train_accuracy,test_loss,test_accuracy,top5_acc
1,6.986859478056431,0.0006561279296875,0.00815047513693571,0.0,0.045
2,6.929980777204037,0.0008392333984375,0.008284310053568333,0.01,0.045
3,6.924038469791412,0.0008544921875,0.00873115925118327,0.015,0.05
4,6.919382534921169,0.00079345703125,0.009344700863584876,0.01,0.035
5,6.915001727640629,0.0007476806640625,0.00938324371818453,0.015,0.045
6,6.911952808499336,0.0008697509765625,0.00981929744593799,0.01,0.035
7,6.908442609012127,0.00091552734375,0.010992943993769586,0.01,0.05
8,6.905772529542446,0.00103759765625,0.011131743586156517,0.015,0.045
9,6.901533760130405,0.0010833740234375,0.011100276566576212,0.015,0.04
10,6.899875842034817,0.00115966796875,0.011817779736593365,0.01,0.04
11,6.895169839262962,0.0011138916015625,0.01184467947576195,0.02,0.05
12,6.891732715070248,0.0010833740234375,0.012943024174310267,0.01,0.04
13,6.888341598212719,0.0010223388671875,0.011758261625654996,0.015,0.045
14,6.884105913341045,0.0012664794921875,0.013285569269210101,0.015,0.04
15,6.878284730017185,0.0015411376953125,0.01367058235220611,0.005,0.035
16,6.874402724206448,0.001129150390625,0.015350419566966594,0.005,0.04
17,6.868586897850037,0.0012054443359375,0.01463101826608181,0.005,0.035
18,6.863808915019035,0.0014801025390625,0.01321421338710934,0.005,0.04
19,6.855629876255989,0.0013580322265625,0.013825855781324208,0.005,0.05
20,6.850434921681881,0.001678466796875,0.013646337995305657,0.005,0.025
21,6.841921605169773,0.0016326904296875,0.017104448028840126,0.005,0.03
22,6.834343448281288,0.00177001953125,0.017440284732729197,0.005,0.03
23,6.824710503220558,0.001495361328125,0.017486426774412395,0.005,0.03
24,6.8167814537882805,0.001495361328125,0.018752853381447495,0.005,0.03
25,6.807464845478535,0.001983642578125,0.020797973712906242,0.005,0.025
26,6.798020772635937,0.00189208984375,0.014904398429207504,0.005,0.045
27,6.78532799333334,0.0016937255859375,0.01426244000904262,0.005,0.05
28,6.773164972662926,0.002105712890625,0.016050392873585225,0.005,0.045
29,6.764813631772995,0.001983642578125,0.018755907355807722,0.015,0.035
30,6.750807769596577,0.002044677734375,0.01780565429944545,0.005,0.035
31,6.740889593958855,0.002288818359375,0.02128733502700925,0.005,0.035
32,6.727046847343445,0.0022735595703125,0.016289492803625762,0.01,0.035
33,6.714582622051239,0.0024871826171875,0.027963215238414704,0.005,0.03
34,6.704117603600025,0.002410888671875,0.023197762547060848,0.005,0.025
35,6.692208595573902,0.0023040771484375,0.0224399100150913,0.005,0.03
36,6.679268188774586,0.0023651123046875,0.022935750456526877,0.005,0.04
37,6.668019361793995,0.002655029296875,0.026905068280175328,0.015,0.025
38,6.653690852224827,0.0023345947265625,0.02345736422110349,0.005,0.04
39,6.641729347407818,0.002532958984375,0.02313476690556854,0.015,0.035
40,6.626125678420067,0.0027923583984375,0.030027213878929614,0.005,0.025
