epoch,train_loss,train_accuracy,test_loss,test_accuracy,top5_acc
1,6.960833042860031,0.0006866455078125,0.007764187306165695,0.005,0.03
2,6.941603846848011,0.0005645751953125,0.007873102303128689,0.005,0.025
3,6.940258584916592,0.0005950927734375,0.007648174420464784,0.0,0.03
4,6.9397337436676025,0.000823974609375,0.007457223220262677,0.005,0.025
5,6.9387999922037125,0.00079345703125,0.0074474836699664594,0.005,0.02
6,6.938467390835285,0.0007476806640625,0.007498441394418478,0.005,0.025
7,6.937653534114361,0.0007171630859375,0.007557157508563251,0.005,0.025
8,6.936849884688854,0.000701904296875,0.007527031067293137,0.005,0.02
9,6.935780644416809,0.0007171630859375,0.007573326660785824,0.0,0.015
10,6.935013763606548,0.000732421875,0.007594127517659217,0.005,0.035
11,6.934208996593952,0.0005950927734375,0.007788037653081119,0.0,0.02
12,6.932961612939835,0.000579833984375,0.0076600277214311065,0.0,0.03
13,6.931204244494438,0.000885009765625,0.007815413956996054,0.005,0.03
14,6.929425366222858,0.000732421875,0.008102069834712892,0.01,0.025
15,6.928076222538948,0.0008087158203125,0.008090054180938751,0.01,0.035
16,6.9256154000759125,0.001129150390625,0.007940628011710941,0.005,0.03
17,6.924095578491688,0.0010223388671875,0.008213787255808711,0.005,0.02
18,6.921165205538273,0.0009613037109375,0.009047562265768647,0.01,0.025
19,6.918770678341389,0.0013275146484375,0.009093772191554307,0.005,0.03
20,6.916070245206356,0.0012664794921875,0.008493542275391518,0.01,0.03
21,6.9124215096235275,0.0010528564453125,0.010170106813311576,0.0,0.02
22,6.909484185278416,0.0010833740234375,0.008497436514589935,0.01,0.02
23,6.905703216791153,0.0011749267578125,0.011128229810856283,0.005,0.025
24,6.9009846821427345,0.001129150390625,0.010506006912328303,0.005,0.02
25,6.897086225450039,0.0011749267578125,0.010464221555739641,0.01,0.03
26,6.892192371189594,0.0010223388671875,0.009395744276698679,0.01,0.02
27,6.8867832869291306,0.0013580322265625,0.010632349965162576,0.01,0.025
28,6.884271867573261,0.0013427734375,0.009796009962446988,0.005,0.025
29,6.879279933869839,0.0011138916015625,0.014598319940268993,0.01,0.025
30,6.872240945696831,0.001556396484375,0.013522925791330636,0.005,0.02
31,6.8652298822999,0.001312255859375,0.009907981031574309,0.005,0.03
32,6.855918690562248,0.00140380859375,0.011849988126195967,0.005,0.015
33,6.852976948022842,0.0014801025390625,0.010383665971457958,0.005,0.015
34,6.842260181903839,0.001617431640625,0.00974344827234745,0.005,0.015
35,6.8342224806547165,0.0016632080078125,0.013398112654685974,0.005,0.045
36,6.828808784484863,0.0015716552734375,0.012176638250239194,0.005,0.025
37,6.820281378924847,0.0019073486328125,0.014206944173201919,0.005,0.025
38,6.817795485258102,0.00164794921875,0.017252364889718593,0.005,0.03
39,6.804013788700104,0.0016937255859375,0.012143056495115162,0.0,0.015
40,6.79504806548357,0.001708984375,0.011658976268954575,0.005,0.04
