epoch,train_loss,train_accuracy,test_loss,test_accuracy,top5_acc
1,6.966431826353073,0.0006103515625,0.007695055676158517,0.01,0.025
2,6.941840596497059,0.00054931640625,0.007585055490490049,0.005,0.02
3,6.940649107098579,0.000701904296875,0.007469936572015286,0.0,0.03
4,6.939239278435707,0.0007781982421875,0.007458787369541824,0.005,0.025
5,6.938295565545559,0.00067138671875,0.007551506662275642,0.005,0.025
6,6.937474392354488,0.0007171630859375,0.0076329333358444275,0.005,0.025
7,6.937089845538139,0.0008697509765625,0.007640731204301119,0.01,0.02
8,6.936103492975235,0.000518798828125,0.007659137905575335,0.005,0.03
9,6.934792660176754,0.0005340576171875,0.007502761629875749,0.005,0.025
10,6.933324232697487,0.0008087158203125,0.007705030534416437,0.01,0.025
11,6.93193244934082,0.0010986328125,0.007787165655754507,0.005,0.025
12,6.929956994950771,0.000732421875,0.007695932353381067,0.005,0.03
13,6.928316228091717,0.0008087158203125,0.007714617811143398,0.005,0.025
14,6.926687203347683,0.0008544921875,0.007564261257648468,0.005,0.03
15,6.924317084252834,0.0008087158203125,0.007563620298169553,0.005,0.03
16,6.920934580266476,0.0008087158203125,0.007728197453543544,0.0,0.04
17,6.917834430932999,0.0010528564453125,0.007753828372806311,0.005,0.025
18,6.914762780070305,0.0009307861328125,0.00777915745973587,0.005,0.03
19,6.911178104579449,0.0010223388671875,0.007698340956121683,0.005,0.03
20,6.906641662120819,0.0010986328125,0.007562631967011839,0.005,0.035
21,6.903894729912281,0.0009765625,0.007544985769782215,0.005,0.02
22,6.897829756140709,0.001129150390625,0.007774758143350482,0.005,0.03
23,6.894354432821274,0.0011749267578125,0.0075774049828760326,0.01,0.03
24,6.8898627907037735,0.00128173828125,0.008120139208622278,0.015,0.045
25,6.885419569909573,0.0012969970703125,0.00803623623214662,0.005,0.02
26,6.880024611949921,0.0012664794921875,0.007997713442891836,0.015,0.035
27,6.874479219317436,0.0012664794921875,0.008103819359093904,0.005,0.03
28,6.869341857731342,0.0014801025390625,0.008037019628100097,0.005,0.02
29,6.861874185502529,0.0014190673828125,0.008601621892303228,0.005,0.03
30,6.854706019163132,0.001434326171875,0.007741830942686647,0.01,0.025
31,6.849354185163975,0.001800537109375,0.007905023666098713,0.005,0.03
32,6.841379813849926,0.00164794921875,0.008085065355990082,0.005,0.03
33,6.835102044045925,0.001739501953125,0.00843290078220889,0.01,0.03
34,6.828015796840191,0.0017242431640625,0.008419435201212765,0.005,0.03
35,6.819669596850872,0.002197265625,0.00850839914754033,0.005,0.025
36,6.814627937972546,0.0017547607421875,0.00956417528912425,0.0,0.025
37,6.804278992116451,0.0018768310546875,0.008253553959075361,0.01,0.04
38,6.796324111521244,0.0017547607421875,0.00826178804738447,0.01,0.035
39,6.789192728698254,0.001800537109375,0.008965963623486459,0.005,0.02
40,6.779112868010998,0.0020751953125,0.008867296620737762,0.0,0.025
