epoch,train_loss,train_accuracy,test_loss,test_accuracy,top5_acc
1,6.783885717391968,0.0021514892578125,0.02746804734226316,0.06,0.24
2,6.528661787509918,0.0031585693359375,0.03241377855651081,0.06,0.265
3,6.462292447686195,0.0034332275390625,0.03547693096101284,0.075,0.225
4,6.422725178301334,0.00390625,0.03769661302678287,0.07,0.225
5,6.395775198936462,0.0037841796875,0.03979611309245229,0.075,0.24
6,6.373900152742863,0.0038604736328125,0.039464094173163176,0.085,0.265
7,6.355794481933117,0.0043487548828125,0.04209352007135749,0.085,0.27
8,6.335980765521526,0.0047149658203125,0.042387061351910234,0.105,0.255
9,6.320906102657318,0.004241943359375,0.04409292452968657,0.095,0.26
10,6.305958770215511,0.0048828125,0.044794760113582015,0.095,0.265
11,6.2925707176327705,0.0049285888671875,0.04518548732623458,0.09,0.28
12,6.280239351093769,0.0052337646484375,0.04662706967443228,0.09,0.28
13,6.265582263469696,0.0048370361328125,0.04670489541254938,0.07,0.275
14,6.256617620587349,0.005279541015625,0.0477036302536726,0.08,0.27
15,6.242816895246506,0.00537109375,0.04721076638437807,0.105,0.32
16,6.229994386434555,0.0056915283203125,0.04895940281450748,0.095,0.3
17,6.219785183668137,0.005767822265625,0.050726557029411194,0.09,0.315
18,6.208054780960083,0.0057830810546875,0.05025198499672115,0.1,0.305
19,6.191320851445198,0.0059356689453125,0.051073847375810145,0.11,0.3
20,6.182204782962799,0.0055694580078125,0.05112885247915983,0.09,0.285
21,6.164267987012863,0.0058746337890625,0.05186201446689665,0.09,0.275
22,6.157275803387165,0.0057220458984375,0.05216805222444236,0.1,0.285
23,6.142129503190517,0.0061187744140625,0.052896699458360674,0.1,0.29
24,6.130847834050655,0.006439208984375,0.053173104701563716,0.105,0.315
25,6.116003587841988,0.0062255859375,0.054402499739080665,0.095,0.28
26,6.103229738771915,0.0066680908203125,0.0534399180393666,0.095,0.295
27,6.0869899317622185,0.0067138671875,0.055556480744853615,0.11,0.285
28,6.075744062662125,0.006805419921875,0.054744574977084993,0.1,0.28
29,6.0630156099796295,0.00701904296875,0.055533940447494386,0.115,0.3
30,6.0514804273843765,0.0069122314453125,0.055309469141066075,0.08,0.3
31,6.032448962330818,0.0073394775390625,0.05547277836129069,0.095,0.295
32,6.0206553414464,0.0072784423828125,0.057316686976701024,0.105,0.3
33,6.004861496388912,0.007537841796875,0.05745468910783529,0.1,0.27
34,5.989526338875294,0.0076446533203125,0.05766539099626243,0.115,0.32
35,5.975896015763283,0.0080108642578125,0.059113379111513494,0.115,0.275
36,5.9589675441384315,0.007720947265625,0.059240031130611895,0.105,0.275
37,5.951376192271709,0.007720947265625,0.05880753840319812,0.125,0.305
38,5.935918927192688,0.008026123046875,0.058965406538918616,0.11,0.305
39,5.918155416846275,0.0084075927734375,0.05869985867291689,0.13,0.295
40,5.912868537008762,0.0079803466796875,0.06052855695597827,0.105,0.26
