epoch,train_loss,train_accuracy,test_loss,test_accuracy,top5_acc
1,6.998399339616299,0.0008697509765625,0.0092018285067752,0.02,0.055
2,6.92432764172554,0.0008392333984375,0.009230701653286814,0.02,0.065
3,6.9138282760977745,0.0009765625,0.00956310038920492,0.02,0.075
4,6.906874589622021,0.0009765625,0.009815224623307585,0.02,0.07
5,6.899218402802944,0.0011138916015625,0.010382203699555248,0.02,0.065
6,6.894690595567226,0.001434326171875,0.010707357851788401,0.02,0.075
7,6.889336876571178,0.0011749267578125,0.011495809578336775,0.015,0.08
8,6.883666537702084,0.0013580322265625,0.011691368613392115,0.03,0.075
9,6.87891062349081,0.0014801025390625,0.012509505809284747,0.02,0.07
10,6.8725947216153145,0.001373291015625,0.013710835510864853,0.015,0.055
11,6.866843745112419,0.0015869140625,0.014716979269869625,0.015,0.06
12,6.8616121634840965,0.001556396484375,0.014575955378822981,0.015,0.06
13,6.855750121176243,0.0012969970703125,0.014521804642863572,0.025,0.065
14,6.848828509449959,0.0015106201171875,0.014542019804939627,0.02,0.07
15,6.841920860111713,0.0015106201171875,0.01438341133762151,0.02,0.08
16,6.834297843277454,0.0015106201171875,0.015382415638305247,0.015,0.065
17,6.82533935457468,0.0017242431640625,0.0149212983623147,0.035,0.075
18,6.814093738794327,0.001739501953125,0.0147236836142838,0.01,0.075
19,6.806732706725597,0.001953125,0.016409263452515005,0.025,0.085
20,6.793870657682419,0.002166748046875,0.01759816939011216,0.02,0.065
21,6.78435330837965,0.001983642578125,0.018090068413875997,0.005,0.05
22,6.771980568766594,0.0019989013671875,0.020050960020162167,0.025,0.065
23,6.758849732577801,0.002197265625,0.017072688299231233,0.02,0.06
24,6.744283899664879,0.002288818359375,0.021144372504204513,0.015,0.05
25,6.730071626603603,0.0024566650390625,0.01790605157148093,0.015,0.065
26,6.7152018547058105,0.0023345947265625,0.02594959719106555,0.005,0.03
27,6.700063101947308,0.002166748046875,0.022100562090054156,0.015,0.045
28,6.682549223303795,0.00286865234375,0.021901089474558832,0.01,0.065
29,6.664676256477833,0.0027618408203125,0.021106424946337937,0.005,0.045
30,6.650695718824863,0.002777099609375,0.025875710248947144,0.015,0.05
31,6.634080931544304,0.0028533935546875,0.023539675143547358,0.01,0.055
32,6.617632135748863,0.0028839111328125,0.024817228112369777,0.01,0.04
33,6.5978406965732574,0.003143310546875,0.026205288260243834,0.005,0.04
34,6.5812403708696365,0.003143310546875,0.023516441998071968,0.0,0.04
35,6.562704153358936,0.0033721923828125,0.024931261390447615,0.01,0.035
36,6.547952271997929,0.0033721923828125,0.02534023006912321,0.005,0.05
37,6.526515640318394,0.0034027099609375,0.0336272321594879,0.01,0.04
38,6.5101363733410835,0.0032958984375,0.027863871278241276,0.005,0.05
39,6.497253701090813,0.003753662109375,0.029096307563595474,0.005,0.03
40,6.474565535783768,0.003936767578125,0.028662601425312458,0.01,0.045
