epoch,train_loss,train_accuracy,test_loss,test_accuracy,top5_acc
1,6.798660986125469,0.0017242431640625,0.06972479624673725,0.05,0.135
2,6.664825618267059,0.002227783203125,0.08393400110304355,0.065,0.17
3,6.629198081791401,0.0026397705078125,0.09367001911625267,0.05,0.19
4,6.6091108322143555,0.0027008056640625,0.09909869743511081,0.065,0.195
5,6.593928284943104,0.00262451171875,0.09992369582876563,0.07,0.24
6,6.581804484128952,0.0030364990234375,0.1020997522212565,0.07,0.225
7,6.569149672985077,0.0030364990234375,0.0993785135820508,0.07,0.25
8,6.561582155525684,0.0033721923828125,0.10606222305446864,0.075,0.23
9,6.552170343697071,0.002960205078125,0.10490115500986576,0.06,0.225
10,6.5430819764733315,0.0032196044921875,0.10317188380286098,0.06,0.28
11,6.534027017652988,0.0033721923828125,0.10570163141936063,0.065,0.26
12,6.526473954319954,0.003204345703125,0.10652671247720719,0.075,0.29
13,6.515863806009293,0.0032196044921875,0.10436845527961851,0.065,0.27
14,6.50901061296463,0.0036163330078125,0.10136701257899404,0.075,0.3
15,6.4979898408055305,0.0032958984375,0.11070944925770164,0.085,0.29
16,6.491085097193718,0.003753662109375,0.10429015602916479,0.09,0.285
17,6.481747038662434,0.0041351318359375,0.10913377702236175,0.095,0.295
18,6.471501931548119,0.0037078857421875,0.10376477055251598,0.09,0.305
19,6.461567550897598,0.0042266845703125,0.10497595150023699,0.075,0.285
20,6.4516784101724625,0.0043487548828125,0.10606867345049978,0.095,0.275
21,6.4428955763578415,0.0042877197265625,0.10611231921240688,0.075,0.285
22,6.428880423307419,0.0044403076171875,0.10222299225628376,0.09,0.31
23,6.421898253262043,0.0041961669921875,0.10258128693327308,0.085,0.285
24,6.4141946360468864,0.004364013671875,0.09103818407282233,0.085,0.29
25,6.398478575050831,0.0042724609375,0.10457435736432671,0.085,0.26
26,6.391322515904903,0.0043487548828125,0.10382461979985237,0.065,0.29
27,6.37677276134491,0.0049896240234375,0.09689956536516547,0.075,0.295
28,6.367771632969379,0.0050811767578125,0.1016693502664566,0.1,0.275
29,6.3557648584246635,0.0052490234375,0.09667849972844124,0.085,0.295
30,6.347181439399719,0.004730224609375,0.09790480110794306,0.085,0.29
31,6.3297334760427475,0.0052642822265625,0.0997935165092349,0.09,0.285
32,6.322143651545048,0.0056915283203125,0.1027816037274897,0.075,0.26
33,6.3103978484869,0.0054473876953125,0.10041704397648572,0.07,0.29
34,6.299907401204109,0.005615234375,0.09656348688527942,0.06,0.31
35,6.283293187618256,0.0056304931640625,0.10134417383000255,0.08,0.3
36,6.277778588235378,0.005889892578125,0.09654016042128205,0.08,0.295
37,6.2635350078344345,0.006195068359375,0.09884870873764157,0.08,0.28
38,6.255647100508213,0.0059051513671875,0.10352357383817434,0.075,0.305
39,6.238237276673317,0.0058441162109375,0.10009774705395103,0.1,0.265
40,6.229803040623665,0.006103515625,0.10027539255097509,0.085,0.285
