epoch,train_loss,train_accuracy,test_loss,test_accuracy,top5_acc
1,6.966407537460327,0.000579833984375,0.007622015320230276,0.005,0.02
2,6.940823391079903,0.000762939453125,0.007388549644965678,0.005,0.025
3,6.939354829490185,0.000762939453125,0.007312364466488361,0.01,0.03
4,6.938128165900707,0.0006561279296875,0.007291190200485289,0.005,0.025
5,6.937054865062237,0.0007476806640625,0.007495803984347731,0.005,0.025
6,6.936359636485577,0.000762939453125,0.0076264454168267545,0.01,0.025
7,6.935009375214577,0.00067138671875,0.007689900591503829,0.0,0.025
8,6.93385498970747,0.0006103515625,0.007711599536705762,0.005,0.025
9,6.932538732886314,0.00079345703125,0.007753509299363941,0.005,0.025
10,6.931146793067455,0.0007171630859375,0.00788980233715847,0.005,0.025
11,6.928502835333347,0.00079345703125,0.008212863125372678,0.005,0.025
12,6.927256911993027,0.000762939453125,0.00822932084556669,0.005,0.015
13,6.924917139112949,0.000732421875,0.008262732962612063,0.005,0.02
14,6.922470048069954,0.0006103515625,0.008592474209144711,0.01,0.015
15,6.919728480279446,0.001068115234375,0.008778220887761564,0.0,0.025
16,6.916350737214088,0.0008392333984375,0.00899289425695315,0.0,0.03
17,6.913248099386692,0.00079345703125,0.009132981158327311,0.005,0.015
18,6.909110248088837,0.00115966796875,0.008858052692376077,0.01,0.04
19,6.904956303536892,0.0010833740234375,0.008991584042087197,0.015,0.02
20,6.901204600930214,0.0009613037109375,0.009176707572769373,0.01,0.03
21,6.895411550998688,0.0011444091796875,0.010554791796021163,0.005,0.025
22,6.891871407628059,0.0011749267578125,0.010388041427358986,0.005,0.04
23,6.885136313736439,0.0011749267578125,0.010321018695831298,0.005,0.03
24,6.878716520965099,0.00115966796875,0.010083642259705811,0.0,0.02
25,6.873883485794067,0.00103759765625,0.009646780351176857,0.005,0.02
26,6.867413595318794,0.00128173828125,0.010748192011378705,0.015,0.015
27,6.860118441283703,0.0012054443359375,0.011159292869269848,0.005,0.015
28,6.851896725594997,0.0015869140625,0.011188364285044373,0.0,0.025
29,6.8473976328969,0.0012664794921875,0.011262315837666393,0.0,0.015
30,6.838099263608456,0.0019073486328125,0.010456381510011851,0.0,0.025
31,6.831592805683613,0.0016326904296875,0.0125417597964406,0.005,0.02
32,6.821557633578777,0.00152587890625,0.013911101808771491,0.005,0.015
33,6.813307926058769,0.00152587890625,0.01062877306016162,0.005,0.04
34,6.804310567677021,0.0017547607421875,0.011626685271039605,0.005,0.03
35,6.798329450190067,0.0017547607421875,0.011051622317172587,0.0,0.015
36,6.790172666311264,0.0018157958984375,0.010297181666828692,0.0,0.03
37,6.77904337644577,0.0021209716796875,0.013842625874094665,0.005,0.025
38,6.770078971982002,0.001922607421875,0.01164609387051314,0.005,0.02
39,6.763582922518253,0.00177001953125,0.011175771183334291,0.005,0.02
40,6.753553234040737,0.001922607421875,0.01320286480244249,0.005,0.025
